,best
wh_vs_that_with_gap,0.252
wh_questions_subject_gap,0.894
wh_vs_that_with_gap_long_distance,0.154
adjunct_island,0.783
anaphor_gender_agreement,0.637
anaphor_number_agreement,0.86
animate_subject_passive,0.629
animate_subject_trans,0.793
causative,0.668
complex_NP_island,0.506
coordinate_structure_constraint_complex_left_branch,0.29
coordinate_structure_constraint_object_extraction,0.649
determiner_noun_agreement_1,0.901
determiner_noun_agreement_2,0.918
determiner_noun_agreement_irregular_1,0.772
determiner_noun_agreement_irregular_2,0.904
determiner_noun_agreement_with_adj_2,0.816
determiner_noun_agreement_with_adj_irregular_1,0.742
determiner_noun_agreement_with_adj_irregular_2,0.847
determiner_noun_agreement_with_adjective_1,0.819
distractor_agreement_relational_noun,0.642
distractor_agreement_relative_clause,0.548
drop_argument,0.43
ellipsis_n_bar_1,0.626
ellipsis_n_bar_2,0.699
existential_there_object_raising,0.64
existential_there_quantifiers_1,0.972
existential_there_quantifiers_2,0.33
existential_there_subject_raising,0.769
expletive_it_object_raising,0.68
inchoative,0.614
intransitive,0.536
irregular_past_participle_adjectives,0.784
irregular_past_participle_verbs,0.801
irregular_plural_subject_verb_agreement_1,0.669
irregular_plural_subject_verb_agreement_2,0.746
left_branch_island_echo_question,0.487
left_branch_island_simple_question,0.282
matrix_question_npi_licensor_present,0.084
npi_present_1,0.576
npi_present_2,0.543
only_npi_licensor_present,0.504
only_npi_scope,0.765
passive_1,0.635
passive_2,0.602
principle_A_c_command,0.785
principle_A_case_1,0.999
principle_A_case_2,0.839
principle_A_domain_1,0.956
principle_A_domain_2,0.678
principle_A_domain_3,0.524
principle_A_reconstruction,0.437
regular_plural_subject_verb_agreement_1,0.698
regular_plural_subject_verb_agreement_2,0.752
sentential_negation_npi_licensor_present,0.904
sentential_negation_npi_scope,0.256
sentential_subject_island,0.488
superlative_quantifiers_1,0.558
superlative_quantifiers_2,0.663
tough_vs_raising_1,0.502
tough_vs_raising_2,0.57
transitive,0.684
wh_island,0.699
wh_questions_object_gap,0.758
wh_questions_subject_gap_long_distance,0.899
wh_vs_that_no_gap,0.962
wh_vs_that_no_gap_long_distance,0.955
