,best
wh_vs_that_with_gap,0.539
wh_questions_subject_gap,0.951
wh_vs_that_with_gap_long_distance,0.29
adjunct_island,0.871
anaphor_gender_agreement,0.895
anaphor_number_agreement,0.968
animate_subject_passive,0.765
animate_subject_trans,0.867
causative,0.783
complex_NP_island,0.526
coordinate_structure_constraint_complex_left_branch,0.766
coordinate_structure_constraint_object_extraction,0.826
determiner_noun_agreement_1,0.942
determiner_noun_agreement_2,0.974
determiner_noun_agreement_irregular_1,0.838
determiner_noun_agreement_irregular_2,0.929
determiner_noun_agreement_with_adj_2,0.934
determiner_noun_agreement_with_adj_irregular_1,0.855
determiner_noun_agreement_with_adj_irregular_2,0.905
determiner_noun_agreement_with_adjective_1,0.923
distractor_agreement_relational_noun,0.661
distractor_agreement_relative_clause,0.594
drop_argument,0.59
ellipsis_n_bar_1,0.755
ellipsis_n_bar_2,0.738
existential_there_object_raising,0.674
existential_there_quantifiers_1,0.993
existential_there_quantifiers_2,0.345
existential_there_subject_raising,0.858
expletive_it_object_raising,0.694
inchoative,0.701
intransitive,0.685
irregular_past_participle_adjectives,0.878
irregular_past_participle_verbs,0.779
irregular_plural_subject_verb_agreement_1,0.846
irregular_plural_subject_verb_agreement_2,0.863
left_branch_island_echo_question,0.704
left_branch_island_simple_question,0.841
matrix_question_npi_licensor_present,0.185
npi_present_1,0.334
npi_present_2,0.565
only_npi_licensor_present,1.0
only_npi_scope,0.508
passive_1,0.746
passive_2,0.727
principle_A_c_command,0.693
principle_A_case_1,0.999
principle_A_case_2,0.915
principle_A_domain_1,0.985
principle_A_domain_2,0.717
principle_A_domain_3,0.52
principle_A_reconstruction,0.325
regular_plural_subject_verb_agreement_1,0.831
regular_plural_subject_verb_agreement_2,0.849
sentential_negation_npi_licensor_present,0.987
sentential_negation_npi_scope,0.547
sentential_subject_island,0.473
superlative_quantifiers_1,0.846
superlative_quantifiers_2,0.94
tough_vs_raising_1,0.687
tough_vs_raising_2,0.839
transitive,0.781
wh_island,0.72
wh_questions_object_gap,0.872
wh_questions_subject_gap_long_distance,0.881
wh_vs_that_no_gap,0.96
wh_vs_that_no_gap_long_distance,0.951
