,best
wh_vs_that_with_gap,0.249
wh_questions_subject_gap,0.893
wh_vs_that_with_gap_long_distance,0.076
adjunct_island,0.591
anaphor_gender_agreement,0.69
anaphor_number_agreement,0.91
animate_subject_passive,0.632
animate_subject_trans,0.792
causative,0.645
complex_NP_island,0.531
coordinate_structure_constraint_complex_left_branch,0.3
coordinate_structure_constraint_object_extraction,0.727
determiner_noun_agreement_1,0.887
determiner_noun_agreement_2,0.902
determiner_noun_agreement_irregular_1,0.781
determiner_noun_agreement_irregular_2,0.891
determiner_noun_agreement_with_adj_2,0.85
determiner_noun_agreement_with_adj_irregular_1,0.731
determiner_noun_agreement_with_adj_irregular_2,0.8
determiner_noun_agreement_with_adjective_1,0.824
distractor_agreement_relational_noun,0.667
distractor_agreement_relative_clause,0.535
drop_argument,0.409
ellipsis_n_bar_1,0.567
ellipsis_n_bar_2,0.686
existential_there_object_raising,0.581
existential_there_quantifiers_1,0.939
existential_there_quantifiers_2,0.319
existential_there_subject_raising,0.687
expletive_it_object_raising,0.648
inchoative,0.608
intransitive,0.507
irregular_past_participle_adjectives,0.719
irregular_past_participle_verbs,0.835
irregular_plural_subject_verb_agreement_1,0.685
irregular_plural_subject_verb_agreement_2,0.651
left_branch_island_echo_question,0.472
left_branch_island_simple_question,0.298
matrix_question_npi_licensor_present,0.089
npi_present_1,0.534
npi_present_2,0.519
only_npi_licensor_present,0.502
only_npi_scope,0.799
passive_1,0.651
passive_2,0.599
principle_A_c_command,0.72
principle_A_case_1,1.0
principle_A_case_2,0.849
principle_A_domain_1,0.895
principle_A_domain_2,0.663
principle_A_domain_3,0.537
principle_A_reconstruction,0.499
regular_plural_subject_verb_agreement_1,0.728
regular_plural_subject_verb_agreement_2,0.672
sentential_negation_npi_licensor_present,0.883
sentential_negation_npi_scope,0.285
sentential_subject_island,0.471
superlative_quantifiers_1,0.643
superlative_quantifiers_2,0.617
tough_vs_raising_1,0.505
tough_vs_raising_2,0.564
transitive,0.709
wh_island,0.549
wh_questions_object_gap,0.691
wh_questions_subject_gap_long_distance,0.934
wh_vs_that_no_gap,0.966
wh_vs_that_no_gap_long_distance,0.97
