,best
wh_vs_that_with_gap,0.406
wh_questions_subject_gap,0.912
wh_vs_that_with_gap_long_distance,0.14
adjunct_island,0.761
anaphor_gender_agreement,0.789
anaphor_number_agreement,0.925
animate_subject_passive,0.755
animate_subject_trans,0.844
causative,0.751
complex_NP_island,0.477
coordinate_structure_constraint_complex_left_branch,0.654
coordinate_structure_constraint_object_extraction,0.659
determiner_noun_agreement_1,0.911
determiner_noun_agreement_2,0.958
determiner_noun_agreement_irregular_1,0.768
determiner_noun_agreement_irregular_2,0.876
determiner_noun_agreement_with_adj_2,0.89
determiner_noun_agreement_with_adj_irregular_1,0.798
determiner_noun_agreement_with_adj_irregular_2,0.81
determiner_noun_agreement_with_adjective_1,0.889
distractor_agreement_relational_noun,0.46
distractor_agreement_relative_clause,0.489
drop_argument,0.524
ellipsis_n_bar_1,0.618
ellipsis_n_bar_2,0.712
existential_there_object_raising,0.659
existential_there_quantifiers_1,0.997
existential_there_quantifiers_2,0.41
existential_there_subject_raising,0.776
expletive_it_object_raising,0.656
inchoative,0.662
intransitive,0.578
irregular_past_participle_adjectives,0.757
irregular_past_participle_verbs,0.804
irregular_plural_subject_verb_agreement_1,0.736
irregular_plural_subject_verb_agreement_2,0.799
left_branch_island_echo_question,0.621
left_branch_island_simple_question,0.751
matrix_question_npi_licensor_present,0.201
npi_present_1,0.382
npi_present_2,0.449
only_npi_licensor_present,0.989
only_npi_scope,0.496
passive_1,0.69
passive_2,0.636
principle_A_c_command,0.647
principle_A_case_1,1.0
principle_A_case_2,0.895
principle_A_domain_1,0.977
principle_A_domain_2,0.661
principle_A_domain_3,0.54
principle_A_reconstruction,0.427
regular_plural_subject_verb_agreement_1,0.788
regular_plural_subject_verb_agreement_2,0.789
sentential_negation_npi_licensor_present,0.992
sentential_negation_npi_scope,0.577
sentential_subject_island,0.379
superlative_quantifiers_1,0.935
superlative_quantifiers_2,0.879
tough_vs_raising_1,0.481
tough_vs_raising_2,0.8
transitive,0.761
wh_island,0.641
wh_questions_object_gap,0.781
wh_questions_subject_gap_long_distance,0.933
wh_vs_that_no_gap,0.967
wh_vs_that_no_gap_long_distance,0.978
