,best
wh_vs_that_with_gap,0.57
wh_questions_subject_gap,0.903
wh_vs_that_with_gap_long_distance,0.189
adjunct_island,0.746
anaphor_gender_agreement,0.86
anaphor_number_agreement,0.943
animate_subject_passive,0.755
animate_subject_trans,0.842
causative,0.715
complex_NP_island,0.531
coordinate_structure_constraint_complex_left_branch,0.682
coordinate_structure_constraint_object_extraction,0.753
determiner_noun_agreement_1,0.939
determiner_noun_agreement_2,0.97
determiner_noun_agreement_irregular_1,0.779
determiner_noun_agreement_irregular_2,0.877
determiner_noun_agreement_with_adj_2,0.905
determiner_noun_agreement_with_adj_irregular_1,0.833
determiner_noun_agreement_with_adj_irregular_2,0.832
determiner_noun_agreement_with_adjective_1,0.892
distractor_agreement_relational_noun,0.619
distractor_agreement_relative_clause,0.523
drop_argument,0.535
ellipsis_n_bar_1,0.624
ellipsis_n_bar_2,0.729
existential_there_object_raising,0.563
existential_there_quantifiers_1,0.999
existential_there_quantifiers_2,0.483
existential_there_subject_raising,0.798
expletive_it_object_raising,0.638
inchoative,0.697
intransitive,0.61
irregular_past_participle_adjectives,0.764
irregular_past_participle_verbs,0.839
irregular_plural_subject_verb_agreement_1,0.759
irregular_plural_subject_verb_agreement_2,0.78
left_branch_island_echo_question,0.579
left_branch_island_simple_question,0.802
matrix_question_npi_licensor_present,0.204
npi_present_1,0.513
npi_present_2,0.528
only_npi_licensor_present,0.956
only_npi_scope,0.57
passive_1,0.639
passive_2,0.643
principle_A_c_command,0.624
principle_A_case_1,1.0
principle_A_case_2,0.879
principle_A_domain_1,0.962
principle_A_domain_2,0.603
principle_A_domain_3,0.52
principle_A_reconstruction,0.364
regular_plural_subject_verb_agreement_1,0.777
regular_plural_subject_verb_agreement_2,0.788
sentential_negation_npi_licensor_present,0.989
sentential_negation_npi_scope,0.489
sentential_subject_island,0.371
superlative_quantifiers_1,0.894
superlative_quantifiers_2,0.938
tough_vs_raising_1,0.524
tough_vs_raising_2,0.753
transitive,0.734
wh_island,0.687
wh_questions_object_gap,0.742
wh_questions_subject_gap_long_distance,0.932
wh_vs_that_no_gap,0.95
wh_vs_that_no_gap_long_distance,0.973
