,best
wh_vs_that_with_gap,0.122
wh_questions_subject_gap,0.874
wh_vs_that_with_gap_long_distance,0.138
adjunct_island,0.65
anaphor_gender_agreement,0.425
anaphor_number_agreement,0.486
animate_subject_passive,0.571
animate_subject_trans,0.85
causative,0.532
complex_NP_island,0.502
coordinate_structure_constraint_complex_left_branch,0.252
coordinate_structure_constraint_object_extraction,0.424
determiner_noun_agreement_1,0.85
determiner_noun_agreement_2,0.756
determiner_noun_agreement_irregular_1,0.756
determiner_noun_agreement_irregular_2,0.761
determiner_noun_agreement_with_adj_2,0.497
determiner_noun_agreement_with_adj_irregular_1,0.513
determiner_noun_agreement_with_adj_irregular_2,0.548
determiner_noun_agreement_with_adjective_1,0.51
distractor_agreement_relational_noun,0.365
distractor_agreement_relative_clause,0.331
drop_argument,0.463
ellipsis_n_bar_1,0.255
ellipsis_n_bar_2,0.561
existential_there_object_raising,0.632
existential_there_quantifiers_1,0.9
existential_there_quantifiers_2,0.565
existential_there_subject_raising,0.748
expletive_it_object_raising,0.737
inchoative,0.563
intransitive,0.514
irregular_past_participle_adjectives,0.657
irregular_past_participle_verbs,0.731
irregular_plural_subject_verb_agreement_1,0.663
irregular_plural_subject_verb_agreement_2,0.751
left_branch_island_echo_question,0.855
left_branch_island_simple_question,0.502
matrix_question_npi_licensor_present,0.066
npi_present_1,0.324
npi_present_2,0.311
only_npi_licensor_present,0.281
only_npi_scope,0.441
passive_1,0.707
passive_2,0.612
principle_A_c_command,0.51
principle_A_case_1,1.0
principle_A_case_2,0.423
principle_A_domain_1,0.922
principle_A_domain_2,0.563
principle_A_domain_3,0.49
principle_A_reconstruction,0.317
regular_plural_subject_verb_agreement_1,0.643
regular_plural_subject_verb_agreement_2,0.624
sentential_negation_npi_licensor_present,0.944
sentential_negation_npi_scope,0.274
sentential_subject_island,0.57
superlative_quantifiers_1,0.527
superlative_quantifiers_2,0.69
tough_vs_raising_1,0.302
tough_vs_raising_2,0.723
transitive,0.605
wh_island,0.442
wh_questions_object_gap,0.542
wh_questions_subject_gap_long_distance,0.864
wh_vs_that_no_gap,0.86
wh_vs_that_no_gap_long_distance,0.869
