,best
wh_vs_that_with_gap,0.053
wh_questions_subject_gap,0.902
wh_vs_that_with_gap_long_distance,0.047
adjunct_island,0.431
anaphor_gender_agreement,0.808
anaphor_number_agreement,0.586
animate_subject_passive,0.567
animate_subject_trans,0.624
causative,0.47
complex_NP_island,0.514
coordinate_structure_constraint_complex_left_branch,0.394
coordinate_structure_constraint_object_extraction,0.576
determiner_noun_agreement_1,0.56
determiner_noun_agreement_2,0.503
determiner_noun_agreement_irregular_1,0.539
determiner_noun_agreement_irregular_2,0.56
determiner_noun_agreement_with_adj_2,0.468
determiner_noun_agreement_with_adj_irregular_1,0.548
determiner_noun_agreement_with_adj_irregular_2,0.535
determiner_noun_agreement_with_adjective_1,0.513
distractor_agreement_relational_noun,0.488
distractor_agreement_relative_clause,0.534
drop_argument,0.494
ellipsis_n_bar_1,0.628
ellipsis_n_bar_2,0.494
existential_there_object_raising,0.553
existential_there_quantifiers_1,0.651
existential_there_quantifiers_2,0.938
existential_there_subject_raising,0.594
expletive_it_object_raising,0.487
inchoative,0.358
intransitive,0.41
irregular_past_participle_adjectives,0.523
irregular_past_participle_verbs,0.461
irregular_plural_subject_verb_agreement_1,0.528
irregular_plural_subject_verb_agreement_2,0.56
left_branch_island_echo_question,0.535
left_branch_island_simple_question,0.497
matrix_question_npi_licensor_present,0.211
npi_present_1,0.017
npi_present_2,0.022
only_npi_licensor_present,1.0
only_npi_scope,0.367
passive_1,0.57
passive_2,0.541
principle_A_c_command,0.507
principle_A_case_1,0.994
principle_A_case_2,0.442
principle_A_domain_1,0.848
principle_A_domain_2,0.402
principle_A_domain_3,0.535
principle_A_reconstruction,0.487
regular_plural_subject_verb_agreement_1,0.467
regular_plural_subject_verb_agreement_2,0.502
sentential_negation_npi_licensor_present,0.98
sentential_negation_npi_scope,0.455
sentential_subject_island,0.566
superlative_quantifiers_1,0.11
superlative_quantifiers_2,0.837
tough_vs_raising_1,0.32
tough_vs_raising_2,0.634
transitive,0.626
wh_island,0.928
wh_questions_object_gap,0.768
wh_questions_subject_gap_long_distance,0.856
wh_vs_that_no_gap,0.943
wh_vs_that_no_gap_long_distance,0.94
