,best
wh_vs_that_with_gap,0.118
wh_questions_subject_gap,0.85
wh_vs_that_with_gap_long_distance,0.134
adjunct_island,0.664
anaphor_gender_agreement,0.449
anaphor_number_agreement,0.478
animate_subject_passive,0.588
animate_subject_trans,0.852
causative,0.57
complex_NP_island,0.504
coordinate_structure_constraint_complex_left_branch,0.197
coordinate_structure_constraint_object_extraction,0.399
determiner_noun_agreement_1,0.778
determiner_noun_agreement_2,0.72
determiner_noun_agreement_irregular_1,0.677
determiner_noun_agreement_irregular_2,0.734
determiner_noun_agreement_with_adj_2,0.489
determiner_noun_agreement_with_adj_irregular_1,0.513
determiner_noun_agreement_with_adj_irregular_2,0.529
determiner_noun_agreement_with_adjective_1,0.494
distractor_agreement_relational_noun,0.387
distractor_agreement_relative_clause,0.363
drop_argument,0.446
ellipsis_n_bar_1,0.293
ellipsis_n_bar_2,0.54
existential_there_object_raising,0.63
existential_there_quantifiers_1,0.872
existential_there_quantifiers_2,0.608
existential_there_subject_raising,0.688
expletive_it_object_raising,0.712
inchoative,0.562
intransitive,0.447
irregular_past_participle_adjectives,0.638
irregular_past_participle_verbs,0.647
irregular_plural_subject_verb_agreement_1,0.612
irregular_plural_subject_verb_agreement_2,0.727
left_branch_island_echo_question,0.787
left_branch_island_simple_question,0.432
matrix_question_npi_licensor_present,0.072
npi_present_1,0.331
npi_present_2,0.292
only_npi_licensor_present,0.616
only_npi_scope,0.384
passive_1,0.641
passive_2,0.531
principle_A_c_command,0.651
principle_A_case_1,1.0
principle_A_case_2,0.439
principle_A_domain_1,0.973
principle_A_domain_2,0.522
principle_A_domain_3,0.504
principle_A_reconstruction,0.271
regular_plural_subject_verb_agreement_1,0.624
regular_plural_subject_verb_agreement_2,0.591
sentential_negation_npi_licensor_present,0.939
sentential_negation_npi_scope,0.306
sentential_subject_island,0.572
superlative_quantifiers_1,0.521
superlative_quantifiers_2,0.681
tough_vs_raising_1,0.384
tough_vs_raising_2,0.651
transitive,0.588
wh_island,0.49
wh_questions_object_gap,0.527
wh_questions_subject_gap_long_distance,0.861
wh_vs_that_no_gap,0.876
wh_vs_that_no_gap_long_distance,0.87
