,best
wh_vs_that_with_gap,0.139
wh_questions_subject_gap,0.637
wh_vs_that_with_gap_long_distance,0.143
adjunct_island,0.501
anaphor_gender_agreement,0.808
anaphor_number_agreement,0.505
animate_subject_passive,0.544
animate_subject_trans,0.616
causative,0.461
complex_NP_island,0.506
coordinate_structure_constraint_complex_left_branch,0.417
coordinate_structure_constraint_object_extraction,0.622
determiner_noun_agreement_1,0.529
determiner_noun_agreement_2,0.49
determiner_noun_agreement_irregular_1,0.49
determiner_noun_agreement_irregular_2,0.531
determiner_noun_agreement_with_adj_2,0.475
determiner_noun_agreement_with_adj_irregular_1,0.447
determiner_noun_agreement_with_adj_irregular_2,0.537
determiner_noun_agreement_with_adjective_1,0.493
distractor_agreement_relational_noun,0.5
distractor_agreement_relative_clause,0.518
drop_argument,0.588
ellipsis_n_bar_1,0.42
ellipsis_n_bar_2,0.451
existential_there_object_raising,0.604
existential_there_quantifiers_1,0.782
existential_there_quantifiers_2,0.731
existential_there_subject_raising,0.424
expletive_it_object_raising,0.572
inchoative,0.318
intransitive,0.429
irregular_past_participle_adjectives,0.576
irregular_past_participle_verbs,0.512
irregular_plural_subject_verb_agreement_1,0.506
irregular_plural_subject_verb_agreement_2,0.544
left_branch_island_echo_question,0.721
left_branch_island_simple_question,0.487
matrix_question_npi_licensor_present,0.235
npi_present_1,0.253
npi_present_2,0.223
only_npi_licensor_present,0.002
only_npi_scope,0.142
passive_1,0.56
passive_2,0.582
principle_A_c_command,0.618
principle_A_case_1,0.997
principle_A_case_2,0.479
principle_A_domain_1,0.971
principle_A_domain_2,0.371
principle_A_domain_3,0.519
principle_A_reconstruction,0.438
regular_plural_subject_verb_agreement_1,0.405
regular_plural_subject_verb_agreement_2,0.474
sentential_negation_npi_licensor_present,0.924
sentential_negation_npi_scope,0.488
sentential_subject_island,0.509
superlative_quantifiers_1,0.509
superlative_quantifiers_2,0.774
tough_vs_raising_1,0.471
tough_vs_raising_2,0.604
transitive,0.56
wh_island,0.354
wh_questions_object_gap,0.605
wh_questions_subject_gap_long_distance,0.67
wh_vs_that_no_gap,0.851
wh_vs_that_no_gap_long_distance,0.87
