,best
wh_vs_that_with_gap,0.129
wh_questions_subject_gap,0.818
wh_vs_that_with_gap_long_distance,0.122
adjunct_island,0.442
anaphor_gender_agreement,0.674
anaphor_number_agreement,0.634
animate_subject_passive,0.626
animate_subject_trans,0.597
causative,0.496
complex_NP_island,0.465
coordinate_structure_constraint_complex_left_branch,0.384
coordinate_structure_constraint_object_extraction,0.503
determiner_noun_agreement_1,0.481
determiner_noun_agreement_2,0.491
determiner_noun_agreement_irregular_1,0.519
determiner_noun_agreement_irregular_2,0.482
determiner_noun_agreement_with_adj_2,0.507
determiner_noun_agreement_with_adj_irregular_1,0.552
determiner_noun_agreement_with_adj_irregular_2,0.494
determiner_noun_agreement_with_adjective_1,0.486
distractor_agreement_relational_noun,0.523
distractor_agreement_relative_clause,0.485
drop_argument,0.472
ellipsis_n_bar_1,0.515
ellipsis_n_bar_2,0.562
existential_there_object_raising,0.483
existential_there_quantifiers_1,0.64
existential_there_quantifiers_2,0.57
existential_there_subject_raising,0.514
expletive_it_object_raising,0.493
inchoative,0.388
intransitive,0.46
irregular_past_participle_adjectives,0.587
irregular_past_participle_verbs,0.66
irregular_plural_subject_verb_agreement_1,0.49
irregular_plural_subject_verb_agreement_2,0.552
left_branch_island_echo_question,0.758
left_branch_island_simple_question,0.453
matrix_question_npi_licensor_present,0.222
npi_present_1,0.587
npi_present_2,0.61
only_npi_licensor_present,1.0
only_npi_scope,0.204
passive_1,0.58
passive_2,0.554
principle_A_c_command,0.351
principle_A_case_1,0.999
principle_A_case_2,0.411
principle_A_domain_1,0.257
principle_A_domain_2,0.517
principle_A_domain_3,0.448
principle_A_reconstruction,0.471
regular_plural_subject_verb_agreement_1,0.507
regular_plural_subject_verb_agreement_2,0.453
sentential_negation_npi_licensor_present,0.874
sentential_negation_npi_scope,0.501
sentential_subject_island,0.455
superlative_quantifiers_1,0.441
superlative_quantifiers_2,0.854
tough_vs_raising_1,0.558
tough_vs_raising_2,0.412
transitive,0.511
wh_island,0.189
wh_questions_object_gap,0.768
wh_questions_subject_gap_long_distance,0.794
wh_vs_that_no_gap,0.856
wh_vs_that_no_gap_long_distance,0.87
