,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.671
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.53
agreement_subject_verb-in_question_with_aux,0.5935
agreement_subject_verb-in_simple_question,0.5945
anaphor_agreement-pronoun_gender,0.527
argument_structure-dropped_argument,0.8645
argument_structure-swapped_arguments,0.9795
argument_structure-transitive,0.603
binding-principle_a,0.466
case-subjective_pronoun,1.0
ellipsis-n_bar,0.396
filler-gap-wh_question_object,0.7305
filler-gap-wh_question_subject,0.951
irregular-verb,0.882
island-effects-adjunct_island,0.682
island-effects-coordinate_structure_constraint,0.377
local_attractor-in_question_with_aux,0.479
npi_licensing-matrix_question,0.224
npi_licensing-only_npi_licensor,0.6315
quantifiers-existential_there,0.8915
quantifiers-superlative,0.733
