,best
agreement_determiner_noun-across_1_adjective,0.5
agreement_determiner_noun-between_neighbors,0.5
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.4995
agreement_subject_verb-in_simple_question,0.504
anaphor_agreement-pronoun_gender,0.528
argument_structure-dropped_argument,0.4675
argument_structure-swapped_arguments,0.808
argument_structure-transitive,0.479
binding-principle_a,0.3215
case-subjective_pronoun,0.791
ellipsis-n_bar,0.455
filler-gap-wh_question_object,0.053
filler-gap-wh_question_subject,0.251
irregular-verb,0.5525
island-effects-adjunct_island,0.5605
island-effects-coordinate_structure_constraint,0.4735
local_attractor-in_question_with_aux,0.5775
npi_licensing-matrix_question,0.593
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.8495
quantifiers-superlative,0.5325
