,best
agreement_determiner_noun-across_1_adjective,0.506
agreement_determiner_noun-between_neighbors,0.6525
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.528
agreement_subject_verb-in_question_with_aux,0.5975
agreement_subject_verb-in_simple_question,0.567
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.867
argument_structure-swapped_arguments,0.982
argument_structure-transitive,0.6025
binding-principle_a,0.5115
case-subjective_pronoun,1.0
ellipsis-n_bar,0.411
filler-gap-wh_question_object,0.6995
filler-gap-wh_question_subject,0.9455
irregular-verb,0.8995
island-effects-adjunct_island,0.6915
island-effects-coordinate_structure_constraint,0.3905
local_attractor-in_question_with_aux,0.46
npi_licensing-matrix_question,0.235
npi_licensing-only_npi_licensor,0.6755
quantifiers-existential_there,0.8645
quantifiers-superlative,0.701
