,best
agreement_determiner_noun-across_1_adjective,0.5
agreement_determiner_noun-between_neighbors,0.498
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.5005
agreement_subject_verb-in_question_with_aux,0.5
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.48
argument_structure-dropped_argument,0.644
argument_structure-swapped_arguments,0.683
argument_structure-transitive,0.416
binding-principle_a,0.361
case-subjective_pronoun,0.658
ellipsis-n_bar,0.3205
filler-gap-wh_question_object,0.9275
filler-gap-wh_question_subject,0.4385
irregular-verb,0.5035
island-effects-adjunct_island,0.4985
island-effects-coordinate_structure_constraint,0.4295
local_attractor-in_question_with_aux,0.612
npi_licensing-matrix_question,0.6575
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.3955
quantifiers-superlative,0.509
