,best
adjunct_island,0.865
adv_order,0.955
anaphor_gender_agreement,0.899
anaphor_number_agreement,0.829
center_embedding_double_1,0.368
center_embedding_double_2,0.883
center_embedding_single_1,0.392
center_embedding_single_2,0.911
complex_np_island,0.319
coordinate_structure_constrain_object_extraction,0.841
determiner_noun_agreement_1,0.997
determiner_noun_agreement_2,0.973
determiner_noun_agreement_adj_1,0.981
determiner_noun_agreement_adj_2,0.954
ellipsis,0.682
green_ideas,0.777
intransitive,0.55
left_branch_island_simple_question,0.777
matrix_question_npi_licensor_present,0.267
npi_present,0.519
only_npi_licensor_present,0.719
only_npi_scope,0.904
pp_order,0.875
principle_A_c_command,0.417
principle_A_domain_1,1.0
principle_A_domain_2,0.722
principle_A_domain_3,0.544
recursion_intensifier_adj_long,0.691
recursion_intensifier_adj_medium,0.939
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.433
recursion_intensifier_adv_medium,0.284
recursion_intensifier_adv_short,0.139
recursion_poss_ditransitive_long,0.888
recursion_poss_ditransitive_medium,0.887
recursion_poss_ditransitive_short,0.897
recursion_poss_transitive_long,0.771
recursion_poss_transitive_medium,0.807
recursion_poss_transitive_short,0.97
recursion_pp_is_long,0.267
recursion_pp_is_medium,0.356
recursion_pp_is_short,0.788
recursion_pp_verb_long,0.319
recursion_pp_verb_medium,0.364
recursion_pp_verb_short,0.71
sentential_negation_npi_licensor_present,0.498
sentential_negation_npi_scope,0.524
subj_aux_agreement_question_vary_aux,0.628
subj_aux_agreement_question_vary_subj,0.693
subj_aux_vary_subj,0.871
subj_aux_vary_verb,0.936
subj_aux_vary_verb_pp,0.527
subj_aux_vary_verb_rc,0.426
subj_verb_vary_verb,0.813
svo_vos,0.711
swapped_ditransitive_1,0.683
swapped_ditransitive_2,0.633
transitive,0.961
wh_island,0.768
wh_questions_object_gap,0.559
wh_questions_object_gap_long_distance,0.55
wh_questions_subject_gap,0.786
wh_questions_subject_gap_long_distance,0.73
wh_vs_that_no_gap,0.966
wh_vs_that_no_gap_long_distance,0.94
wh_vs_that_with_gap,0.397
wh_vs_that_with_gap_long_distance,0.095
