,best
adjunct_island,0.767
adv_order,0.974
anaphor_gender_agreement,0.734
anaphor_number_agreement,0.953
center_embedding_double_1,0.407
center_embedding_double_2,0.937
center_embedding_single_1,0.404
center_embedding_single_2,0.946
complex_np_island,0.265
coordinate_structure_constrain_object_extraction,0.737
determiner_noun_agreement_1,0.974
determiner_noun_agreement_2,0.967
determiner_noun_agreement_adj_1,0.956
determiner_noun_agreement_adj_2,0.948
ellipsis,0.847
green_ideas,0.734
intransitive,0.741
left_branch_island_simple_question,0.766
matrix_question_npi_licensor_present,0.071
npi_present,0.431
only_npi_licensor_present,1.0
only_npi_scope,0.819
pp_order,0.936
principle_A_c_command,0.622
principle_A_domain_1,1.0
principle_A_domain_2,0.643
principle_A_domain_3,0.49
recursion_intensifier_adj_long,0.661
recursion_intensifier_adj_medium,0.915
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.433
recursion_intensifier_adv_medium,0.3
recursion_intensifier_adv_short,0.357
recursion_poss_ditransitive_long,0.513
recursion_poss_ditransitive_medium,0.607
recursion_poss_ditransitive_short,0.86
recursion_poss_transitive_long,0.53
recursion_poss_transitive_medium,0.749
recursion_poss_transitive_short,0.988
recursion_pp_is_long,0.357
recursion_pp_is_medium,0.377
recursion_pp_is_short,0.759
recursion_pp_verb_long,0.348
recursion_pp_verb_medium,0.262
recursion_pp_verb_short,0.403
sentential_negation_npi_licensor_present,0.141
sentential_negation_npi_scope,0.593
subj_aux_agreement_question_vary_aux,0.758
subj_aux_agreement_question_vary_subj,0.601
subj_aux_vary_subj,0.88
subj_aux_vary_verb,0.978
subj_aux_vary_verb_pp,0.353
subj_aux_vary_verb_rc,0.412
subj_verb_vary_verb,0.857
svo_vos,0.888
swapped_ditransitive_1,0.817
swapped_ditransitive_2,0.696
transitive,0.927
wh_island,0.744
wh_questions_object_gap,0.667
wh_questions_object_gap_long_distance,0.733
wh_questions_subject_gap,0.94
wh_questions_subject_gap_long_distance,0.97
wh_vs_that_no_gap,0.999
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.223
wh_vs_that_with_gap_long_distance,0.02
