,best
adjunct_island,0.846
adv_order,0.923
anaphor_gender_agreement,0.769
anaphor_number_agreement,0.812
center_embedding_double_1,0.38
center_embedding_double_2,0.938
center_embedding_single_1,0.452
center_embedding_single_2,0.93
complex_np_island,0.351
coordinate_structure_constrain_object_extraction,0.871
determiner_noun_agreement_1,0.981
determiner_noun_agreement_2,0.98
determiner_noun_agreement_adj_1,0.966
determiner_noun_agreement_adj_2,0.965
ellipsis,0.866
green_ideas,0.771
intransitive,0.751
left_branch_island_simple_question,0.881
matrix_question_npi_licensor_present,0.179
npi_present,0.455
only_npi_licensor_present,0.914
only_npi_scope,0.568
pp_order,0.767
principle_A_c_command,0.515
principle_A_domain_1,1.0
principle_A_domain_2,0.625
principle_A_domain_3,0.484
recursion_intensifier_adj_long,0.807
recursion_intensifier_adj_medium,0.971
recursion_intensifier_adj_short,0.999
recursion_intensifier_adv_long,0.341
recursion_intensifier_adv_medium,0.252
recursion_intensifier_adv_short,0.31
recursion_poss_ditransitive_long,0.638
recursion_poss_ditransitive_medium,0.73
recursion_poss_ditransitive_short,0.841
recursion_poss_transitive_long,0.847
recursion_poss_transitive_medium,0.871
recursion_poss_transitive_short,0.981
recursion_pp_is_long,0.49
recursion_pp_is_medium,0.588
recursion_pp_is_short,0.89
recursion_pp_verb_long,0.386
recursion_pp_verb_medium,0.257
recursion_pp_verb_short,0.235
sentential_negation_npi_licensor_present,0.149
sentential_negation_npi_scope,0.706
subj_aux_agreement_question_vary_aux,0.736
subj_aux_agreement_question_vary_subj,0.668
subj_aux_vary_subj,0.867
subj_aux_vary_verb,0.879
subj_aux_vary_verb_pp,0.378
subj_aux_vary_verb_rc,0.409
subj_verb_vary_verb,0.806
svo_vos,0.823
swapped_ditransitive_1,0.93
swapped_ditransitive_2,0.711
transitive,0.967
wh_island,0.854
wh_questions_object_gap,0.668
wh_questions_object_gap_long_distance,0.74
wh_questions_subject_gap,0.951
wh_questions_subject_gap_long_distance,0.984
wh_vs_that_no_gap,0.999
wh_vs_that_no_gap_long_distance,0.992
wh_vs_that_with_gap,0.326
wh_vs_that_with_gap_long_distance,0.042
