,best
adjunct_island,0.865
adv_order,0.903
anaphor_gender_agreement,0.961
anaphor_number_agreement,0.951
center_embedding_double_1,0.434
center_embedding_double_2,0.796
center_embedding_single_1,0.517
center_embedding_single_2,0.806
complex_np_island,0.432
coordinate_structure_constrain_object_extraction,0.697
determiner_noun_agreement_1,0.995
determiner_noun_agreement_2,0.975
determiner_noun_agreement_adj_1,0.986
determiner_noun_agreement_adj_2,0.967
ellipsis,0.688
green_ideas,0.709
intransitive,0.706
left_branch_island_simple_question,0.852
matrix_question_npi_licensor_present,0.402
npi_present,0.678
only_npi_licensor_present,0.986
only_npi_scope,0.932
pp_order,0.806
principle_A_c_command,0.588
principle_A_domain_1,0.997
principle_A_domain_2,0.823
principle_A_domain_3,0.549
recursion_intensifier_adj_long,0.987
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.107
recursion_intensifier_adv_medium,0.04
recursion_intensifier_adv_short,0.139
recursion_poss_ditransitive_long,0.237
recursion_poss_ditransitive_medium,0.358
recursion_poss_ditransitive_short,0.755
recursion_poss_transitive_long,0.655
recursion_poss_transitive_medium,0.79
recursion_poss_transitive_short,0.987
recursion_pp_is_long,0.356
recursion_pp_is_medium,0.485
recursion_pp_is_short,0.788
recursion_pp_verb_long,0.747
recursion_pp_verb_medium,0.734
recursion_pp_verb_short,0.859
sentential_negation_npi_licensor_present,0.932
sentential_negation_npi_scope,0.47
subj_aux_agreement_question_vary_aux,0.603
subj_aux_agreement_question_vary_subj,0.687
subj_aux_vary_subj,0.952
subj_aux_vary_verb,0.959
subj_aux_vary_verb_pp,0.644
subj_aux_vary_verb_rc,0.596
subj_verb_vary_verb,0.824
svo_vos,0.713
swapped_ditransitive_1,0.573
swapped_ditransitive_2,0.705
transitive,0.973
wh_island,0.721
wh_questions_object_gap,0.784
wh_questions_object_gap_long_distance,0.464
wh_questions_subject_gap,0.864
wh_questions_subject_gap_long_distance,0.67
wh_vs_that_no_gap,0.96
wh_vs_that_no_gap_long_distance,0.945
wh_vs_that_with_gap,0.351
wh_vs_that_with_gap_long_distance,0.13
