,best
adjunct_island,0.882
adv_order,0.952
anaphor_gender_agreement,0.951
anaphor_number_agreement,0.978
center_embedding_double_1,0.4
center_embedding_double_2,0.865
center_embedding_single_1,0.508
center_embedding_single_2,0.89
complex_np_island,0.538
coordinate_structure_constrain_object_extraction,0.9
determiner_noun_agreement_1,0.985
determiner_noun_agreement_2,0.971
determiner_noun_agreement_adj_1,0.982
determiner_noun_agreement_adj_2,0.958
ellipsis,0.71
green_ideas,0.69
intransitive,0.387
left_branch_island_simple_question,0.851
matrix_question_npi_licensor_present,0.3
npi_present,0.575
only_npi_licensor_present,0.957
only_npi_scope,0.798
pp_order,0.823
principle_A_c_command,0.464
principle_A_domain_1,0.997
principle_A_domain_2,0.801
principle_A_domain_3,0.534
recursion_intensifier_adj_long,0.96
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,1.0
recursion_intensifier_adv_long,0.248
recursion_intensifier_adv_medium,0.131
recursion_intensifier_adv_short,0.045
recursion_poss_ditransitive_long,0.53
recursion_poss_ditransitive_medium,0.785
recursion_poss_ditransitive_short,0.977
recursion_poss_transitive_long,0.964
recursion_poss_transitive_medium,0.987
recursion_poss_transitive_short,0.994
recursion_pp_is_long,0.035
recursion_pp_is_medium,0.121
recursion_pp_is_short,0.452
recursion_pp_verb_long,0.459
recursion_pp_verb_medium,0.68
recursion_pp_verb_short,0.836
sentential_negation_npi_licensor_present,0.936
sentential_negation_npi_scope,0.469
subj_aux_agreement_question_vary_aux,0.738
subj_aux_agreement_question_vary_subj,0.718
subj_aux_vary_subj,0.948
subj_aux_vary_verb,1.0
subj_aux_vary_verb_pp,0.818
subj_aux_vary_verb_rc,0.606
subj_verb_vary_verb,0.825
svo_vos,0.797
swapped_ditransitive_1,0.657
swapped_ditransitive_2,0.621
transitive,0.999
wh_island,0.762
wh_questions_object_gap,0.807
wh_questions_object_gap_long_distance,0.428
wh_questions_subject_gap,0.904
wh_questions_subject_gap_long_distance,0.719
wh_vs_that_no_gap,0.995
wh_vs_that_no_gap_long_distance,0.971
wh_vs_that_with_gap,0.195
wh_vs_that_with_gap_long_distance,0.117
