,best
adjunct_island,0.597
adv_order,0.94
anaphor_gender_agreement,0.863
anaphor_number_agreement,0.817
center_embedding_double_1,0.648
center_embedding_double_2,0.664
center_embedding_single_1,0.754
center_embedding_single_2,0.64
complex_np_island,0.313
coordinate_structure_constrain_object_extraction,0.61
determiner_noun_agreement_1,0.893
determiner_noun_agreement_2,0.896
determiner_noun_agreement_adj_1,0.844
determiner_noun_agreement_adj_2,0.85
ellipsis,0.569
green_ideas,0.633
intransitive,0.446
left_branch_island_simple_question,0.401
matrix_question_npi_licensor_present,0.033
npi_present,0.594
only_npi_licensor_present,0.787
only_npi_scope,0.462
pp_order,0.679
principle_A_c_command,0.61
principle_A_domain_1,0.98
principle_A_domain_2,0.648
principle_A_domain_3,0.489
recursion_intensifier_adj_long,0.758
recursion_intensifier_adj_medium,0.941
recursion_intensifier_adj_short,0.977
recursion_intensifier_adv_long,0.415
recursion_intensifier_adv_medium,0.251
recursion_intensifier_adv_short,0.244
recursion_poss_ditransitive_long,0.418
recursion_poss_ditransitive_medium,0.477
recursion_poss_ditransitive_short,0.523
recursion_poss_transitive_long,0.997
recursion_poss_transitive_medium,0.995
recursion_poss_transitive_short,0.993
recursion_pp_is_long,0.222
recursion_pp_is_medium,0.479
recursion_pp_is_short,0.788
recursion_pp_verb_long,0.75
recursion_pp_verb_medium,0.92
recursion_pp_verb_short,0.989
sentential_negation_npi_licensor_present,0.44
sentential_negation_npi_scope,0.22
subj_aux_agreement_question_vary_aux,0.525
subj_aux_agreement_question_vary_subj,0.522
subj_aux_vary_subj,0.939
subj_aux_vary_verb,0.974
subj_aux_vary_verb_pp,0.695
subj_aux_vary_verb_rc,0.773
subj_verb_vary_verb,0.889
svo_vos,0.803
swapped_ditransitive_1,0.475
swapped_ditransitive_2,0.611
transitive,0.536
wh_island,0.688
wh_questions_object_gap,0.589
wh_questions_object_gap_long_distance,0.508
wh_questions_subject_gap,0.907
wh_questions_subject_gap_long_distance,0.942
wh_vs_that_no_gap,0.995
wh_vs_that_no_gap_long_distance,0.998
wh_vs_that_with_gap,0.079
wh_vs_that_with_gap_long_distance,0.031
