,best
adjunct_island,0.567
adv_order,0.926
anaphor_gender_agreement,0.929
anaphor_number_agreement,0.864
center_embedding_double_1,0.681
center_embedding_double_2,0.666
center_embedding_single_1,0.877
center_embedding_single_2,0.622
complex_np_island,0.347
coordinate_structure_constrain_object_extraction,0.811
determiner_noun_agreement_1,0.916
determiner_noun_agreement_2,0.907
determiner_noun_agreement_adj_1,0.884
determiner_noun_agreement_adj_2,0.869
ellipsis,0.727
green_ideas,0.668
intransitive,0.539
left_branch_island_simple_question,0.288
matrix_question_npi_licensor_present,0.074
npi_present,0.662
only_npi_licensor_present,0.997
only_npi_scope,0.705
pp_order,0.726
principle_A_c_command,0.555
principle_A_domain_1,0.999
principle_A_domain_2,0.851
principle_A_domain_3,0.533
recursion_intensifier_adj_long,0.963
recursion_intensifier_adj_medium,0.983
recursion_intensifier_adj_short,0.97
recursion_intensifier_adv_long,0.188
recursion_intensifier_adv_medium,0.137
recursion_intensifier_adv_short,0.232
recursion_poss_ditransitive_long,0.561
recursion_poss_ditransitive_medium,0.534
recursion_poss_ditransitive_short,0.602
recursion_poss_transitive_long,0.973
recursion_poss_transitive_medium,0.988
recursion_poss_transitive_short,0.988
recursion_pp_is_long,0.475
recursion_pp_is_medium,0.636
recursion_pp_is_short,0.781
recursion_pp_verb_long,0.982
recursion_pp_verb_medium,0.991
recursion_pp_verb_short,0.997
sentential_negation_npi_licensor_present,0.485
sentential_negation_npi_scope,0.278
subj_aux_agreement_question_vary_aux,0.582
subj_aux_agreement_question_vary_subj,0.533
subj_aux_vary_subj,0.87
subj_aux_vary_verb,0.926
subj_aux_vary_verb_pp,0.66
subj_aux_vary_verb_rc,0.789
subj_verb_vary_verb,0.864
svo_vos,0.764
swapped_ditransitive_1,0.555
swapped_ditransitive_2,0.692
transitive,0.572
wh_island,0.733
wh_questions_object_gap,0.485
wh_questions_object_gap_long_distance,0.481
wh_questions_subject_gap,0.87
wh_questions_subject_gap_long_distance,0.938
wh_vs_that_no_gap,0.991
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.148
wh_vs_that_with_gap_long_distance,0.041
