,best
adjunct_island,0.885
adv_order,0.945
anaphor_gender_agreement,0.925
anaphor_number_agreement,0.858
center_embedding_double_1,0.429
center_embedding_double_2,0.894
center_embedding_single_1,0.492
center_embedding_single_2,0.884
complex_np_island,0.436
coordinate_structure_constrain_object_extraction,0.889
determiner_noun_agreement_1,0.988
determiner_noun_agreement_2,0.978
determiner_noun_agreement_adj_1,0.971
determiner_noun_agreement_adj_2,0.958
ellipsis,0.765
green_ideas,0.732
intransitive,0.59
left_branch_island_simple_question,0.806
matrix_question_npi_licensor_present,0.113
npi_present,0.583
only_npi_licensor_present,0.857
only_npi_scope,0.62
pp_order,0.807
principle_A_c_command,0.578
principle_A_domain_1,0.998
principle_A_domain_2,0.729
principle_A_domain_3,0.539
recursion_intensifier_adj_long,0.834
recursion_intensifier_adj_medium,0.97
recursion_intensifier_adj_short,0.999
recursion_intensifier_adv_long,0.307
recursion_intensifier_adv_medium,0.241
recursion_intensifier_adv_short,0.373
recursion_poss_ditransitive_long,0.767
recursion_poss_ditransitive_medium,0.746
recursion_poss_ditransitive_short,0.926
recursion_poss_transitive_long,0.782
recursion_poss_transitive_medium,0.85
recursion_poss_transitive_short,0.979
recursion_pp_is_long,0.542
recursion_pp_is_medium,0.569
recursion_pp_is_short,0.783
recursion_pp_verb_long,0.954
recursion_pp_verb_medium,0.957
recursion_pp_verb_short,0.938
sentential_negation_npi_licensor_present,0.837
sentential_negation_npi_scope,0.868
subj_aux_agreement_question_vary_aux,0.688
subj_aux_agreement_question_vary_subj,0.699
subj_aux_vary_subj,0.845
subj_aux_vary_verb,0.887
subj_aux_vary_verb_pp,0.5
subj_aux_vary_verb_rc,0.579
subj_verb_vary_verb,0.816
svo_vos,0.79
swapped_ditransitive_1,0.643
swapped_ditransitive_2,0.64
transitive,0.962
wh_island,0.779
wh_questions_object_gap,0.756
wh_questions_object_gap_long_distance,0.714
wh_questions_subject_gap,0.907
wh_questions_subject_gap_long_distance,0.918
wh_vs_that_no_gap,0.989
wh_vs_that_no_gap_long_distance,0.994
wh_vs_that_with_gap,0.295
wh_vs_that_with_gap_long_distance,0.063
