,best
adjunct_island,0.522
adv_order,0.837
anaphor_gender_agreement,0.858
anaphor_number_agreement,0.883
center_embedding_double_1,0.688
center_embedding_double_2,0.646
center_embedding_single_1,0.808
center_embedding_single_2,0.575
complex_np_island,0.438
coordinate_structure_constrain_object_extraction,0.751
determiner_noun_agreement_1,0.886
determiner_noun_agreement_2,0.893
determiner_noun_agreement_adj_1,0.863
determiner_noun_agreement_adj_2,0.851
ellipsis,0.621
green_ideas,0.624
intransitive,0.469
left_branch_island_simple_question,0.412
matrix_question_npi_licensor_present,0.053
npi_present,0.632
only_npi_licensor_present,0.851
only_npi_scope,0.74
pp_order,0.737
principle_A_c_command,0.74
principle_A_domain_1,0.997
principle_A_domain_2,0.718
principle_A_domain_3,0.472
recursion_intensifier_adj_long,0.931
recursion_intensifier_adj_medium,0.988
recursion_intensifier_adj_short,0.988
recursion_intensifier_adv_long,0.177
recursion_intensifier_adv_medium,0.076
recursion_intensifier_adv_short,0.154
recursion_poss_ditransitive_long,0.756
recursion_poss_ditransitive_medium,0.719
recursion_poss_ditransitive_short,0.652
recursion_poss_transitive_long,0.966
recursion_poss_transitive_medium,0.989
recursion_poss_transitive_short,0.998
recursion_pp_is_long,0.119
recursion_pp_is_medium,0.361
recursion_pp_is_short,0.772
recursion_pp_verb_long,0.493
recursion_pp_verb_medium,0.688
recursion_pp_verb_short,0.947
sentential_negation_npi_licensor_present,0.228
sentential_negation_npi_scope,0.327
subj_aux_agreement_question_vary_aux,0.461
subj_aux_agreement_question_vary_subj,0.495
subj_aux_vary_subj,0.9
subj_aux_vary_verb,0.947
subj_aux_vary_verb_pp,0.756
subj_aux_vary_verb_rc,0.688
subj_verb_vary_verb,0.836
svo_vos,0.743
swapped_ditransitive_1,0.463
swapped_ditransitive_2,0.573
transitive,0.545
wh_island,0.77
wh_questions_object_gap,0.535
wh_questions_object_gap_long_distance,0.556
wh_questions_subject_gap,0.867
wh_questions_subject_gap_long_distance,0.938
wh_vs_that_no_gap,0.997
wh_vs_that_no_gap_long_distance,0.999
wh_vs_that_with_gap,0.09
wh_vs_that_with_gap_long_distance,0.038
