,best
adjunct_island,0.874
adv_order,0.88
anaphor_gender_agreement,0.946
anaphor_number_agreement,0.916
center_embedding_double_1,0.475
center_embedding_double_2,0.821
center_embedding_single_1,0.528
center_embedding_single_2,0.868
complex_np_island,0.387
coordinate_structure_constrain_object_extraction,0.607
determiner_noun_agreement_1,0.989
determiner_noun_agreement_2,0.983
determiner_noun_agreement_adj_1,0.979
determiner_noun_agreement_adj_2,0.969
ellipsis,0.788
green_ideas,0.713
intransitive,0.716
left_branch_island_simple_question,0.797
matrix_question_npi_licensor_present,0.452
npi_present,0.599
only_npi_licensor_present,0.826
only_npi_scope,0.762
pp_order,0.821
principle_A_c_command,0.667
principle_A_domain_1,1.0
principle_A_domain_2,0.762
principle_A_domain_3,0.515
recursion_intensifier_adj_long,0.677
recursion_intensifier_adj_medium,0.893
recursion_intensifier_adj_short,0.998
recursion_intensifier_adv_long,0.457
recursion_intensifier_adv_medium,0.402
recursion_intensifier_adv_short,0.315
recursion_poss_ditransitive_long,0.88
recursion_poss_ditransitive_medium,0.914
recursion_poss_ditransitive_short,0.956
recursion_poss_transitive_long,0.658
recursion_poss_transitive_medium,0.783
recursion_poss_transitive_short,0.966
recursion_pp_is_long,0.321
recursion_pp_is_medium,0.42
recursion_pp_is_short,0.8
recursion_pp_verb_long,0.144
recursion_pp_verb_medium,0.207
recursion_pp_verb_short,0.42
sentential_negation_npi_licensor_present,0.782
sentential_negation_npi_scope,0.59
subj_aux_agreement_question_vary_aux,0.704
subj_aux_agreement_question_vary_subj,0.739
subj_aux_vary_subj,0.815
subj_aux_vary_verb,0.954
subj_aux_vary_verb_pp,0.622
subj_aux_vary_verb_rc,0.531
subj_verb_vary_verb,0.793
svo_vos,0.742
swapped_ditransitive_1,0.625
swapped_ditransitive_2,0.665
transitive,0.971
wh_island,0.688
wh_questions_object_gap,0.651
wh_questions_object_gap_long_distance,0.614
wh_questions_subject_gap,0.833
wh_questions_subject_gap_long_distance,0.873
wh_vs_that_no_gap,0.974
wh_vs_that_no_gap_long_distance,0.986
wh_vs_that_with_gap,0.478
wh_vs_that_with_gap_long_distance,0.097
