,best
adjunct_island,0.534
anaphor_gender_agreement,0.631
anaphor_number_agreement,0.799
animate_subject_passive,0.72
animate_subject_trans,0.6
causative,0.691
complex_NP_island,0.486
coordinate_structure_constraint_complex_left_branch,0.164
coordinate_structure_constraint_object_extraction,0.614
determiner_noun_agreement_1,0.882
determiner_noun_agreement_2,0.912
determiner_noun_agreement_irregular_1,0.743
determiner_noun_agreement_irregular_2,0.85
determiner_noun_agreement_with_adj_2,0.883
determiner_noun_agreement_with_adj_irregular_1,0.812
determiner_noun_agreement_with_adj_irregular_2,0.802
determiner_noun_agreement_with_adjective_1,0.823
distractor_agreement_relational_noun,0.317
distractor_agreement_relative_clause,0.293
drop_argument,0.457
ellipsis_n_bar_1,0.553
ellipsis_n_bar_2,0.716
existential_there_object_raising,0.726
existential_there_quantifiers_1,0.954
existential_there_quantifiers_2,0.705
existential_there_subject_raising,0.741
expletive_it_object_raising,0.726
inchoative,0.545
intransitive,0.475
irregular_past_participle_adjectives,0.618
irregular_past_participle_verbs,0.774
irregular_plural_subject_verb_agreement_1,0.722
irregular_plural_subject_verb_agreement_2,0.761
left_branch_island_echo_question,0.446
left_branch_island_simple_question,0.302
matrix_question_npi_licensor_present,0.194
npi_present_1,0.26
npi_present_2,0.331
only_npi_licensor_present,0.614
only_npi_scope,0.452
passive_1,0.689
passive_2,0.652
principle_A_c_command,0.542
principle_A_case_1,1.0
principle_A_case_2,0.679
principle_A_domain_1,0.986
principle_A_domain_2,0.651
principle_A_domain_3,0.562
principle_A_reconstruction,0.355
regular_plural_subject_verb_agreement_1,0.75
regular_plural_subject_verb_agreement_2,0.76
sentential_negation_npi_licensor_present,0.999
sentential_negation_npi_scope,0.475
sentential_subject_island,0.323
superlative_quantifiers_1,0.831
superlative_quantifiers_2,0.988
tough_vs_raising_1,0.323
tough_vs_raising_2,0.724
transitive,0.695
wh_island,0.528
wh_questions_object_gap,0.592
wh_questions_subject_gap,0.884
wh_questions_subject_gap_long_distance,0.96
wh_vs_that_no_gap,0.942
wh_vs_that_no_gap_long_distance,0.947
wh_vs_that_with_gap,0.203
wh_vs_that_with_gap_long_distance,0.108
