,best
adjunct_island,0.756
anaphor_gender_agreement,0.731
anaphor_number_agreement,0.903
animate_subject_passive,0.733
animate_subject_trans,0.773
causative,0.708
complex_NP_island,0.493
coordinate_structure_constraint_complex_left_branch,0.437
coordinate_structure_constraint_object_extraction,0.794
determiner_noun_agreement_1,0.932
determiner_noun_agreement_2,0.968
determiner_noun_agreement_irregular_1,0.78
determiner_noun_agreement_irregular_2,0.874
determiner_noun_agreement_with_adj_2,0.908
determiner_noun_agreement_with_adj_irregular_1,0.822
determiner_noun_agreement_with_adj_irregular_2,0.811
determiner_noun_agreement_with_adjective_1,0.891
distractor_agreement_relational_noun,0.64
distractor_agreement_relative_clause,0.526
drop_argument,0.536
ellipsis_n_bar_1,0.607
ellipsis_n_bar_2,0.757
existential_there_object_raising,0.634
existential_there_quantifiers_1,0.967
existential_there_quantifiers_2,0.558
existential_there_subject_raising,0.79
expletive_it_object_raising,0.731
inchoative,0.711
intransitive,0.61
irregular_past_participle_adjectives,0.787
irregular_past_participle_verbs,0.812
irregular_plural_subject_verb_agreement_1,0.794
irregular_plural_subject_verb_agreement_2,0.837
left_branch_island_echo_question,0.53
left_branch_island_simple_question,0.617
matrix_question_npi_licensor_present,0.291
npi_present_1,0.351
npi_present_2,0.454
only_npi_licensor_present,0.699
only_npi_scope,0.457
passive_1,0.661
passive_2,0.648
principle_A_c_command,0.516
principle_A_case_1,1.0
principle_A_case_2,0.88
principle_A_domain_1,0.989
principle_A_domain_2,0.869
principle_A_domain_3,0.57
principle_A_reconstruction,0.195
regular_plural_subject_verb_agreement_1,0.816
regular_plural_subject_verb_agreement_2,0.835
sentential_negation_npi_licensor_present,0.977
sentential_negation_npi_scope,0.401
sentential_subject_island,0.392
superlative_quantifiers_1,0.589
superlative_quantifiers_2,0.918
tough_vs_raising_1,0.561
tough_vs_raising_2,0.745
transitive,0.7
wh_island,0.697
wh_questions_object_gap,0.709
wh_questions_subject_gap,0.899
wh_questions_subject_gap_long_distance,0.948
wh_vs_that_no_gap,0.933
wh_vs_that_no_gap_long_distance,0.962
wh_vs_that_with_gap,0.505
wh_vs_that_with_gap_long_distance,0.235
