,best
adjunct_island,0.649
anaphor_gender_agreement,0.821
anaphor_number_agreement,0.921
animate_subject_passive,0.584
animate_subject_trans,0.689
causative,0.667
complex_NP_island,0.457
coordinate_structure_constraint_complex_left_branch,0.203
coordinate_structure_constraint_object_extraction,0.673
determiner_noun_agreement_1,0.874
determiner_noun_agreement_2,0.852
determiner_noun_agreement_irregular_1,0.78
determiner_noun_agreement_irregular_2,0.845
determiner_noun_agreement_with_adj_2,0.784
determiner_noun_agreement_with_adj_irregular_1,0.745
determiner_noun_agreement_with_adj_irregular_2,0.763
determiner_noun_agreement_with_adjective_1,0.81
distractor_agreement_relational_noun,0.605
distractor_agreement_relative_clause,0.431
drop_argument,0.474
ellipsis_n_bar_1,0.659
ellipsis_n_bar_2,0.837
existential_there_object_raising,0.623
existential_there_quantifiers_1,0.892
existential_there_quantifiers_2,0.553
existential_there_subject_raising,0.732
expletive_it_object_raising,0.697
inchoative,0.638
intransitive,0.559
irregular_past_participle_adjectives,0.731
irregular_past_participle_verbs,0.821
irregular_plural_subject_verb_agreement_1,0.68
irregular_plural_subject_verb_agreement_2,0.783
left_branch_island_echo_question,0.55
left_branch_island_simple_question,0.244
matrix_question_npi_licensor_present,0.098
npi_present_1,0.495
npi_present_2,0.59
only_npi_licensor_present,0.984
only_npi_scope,0.759
passive_1,0.656
passive_2,0.638
principle_A_c_command,0.477
principle_A_case_1,1.0
principle_A_case_2,0.843
principle_A_domain_1,0.987
principle_A_domain_2,0.8
principle_A_domain_3,0.53
principle_A_reconstruction,0.447
regular_plural_subject_verb_agreement_1,0.751
regular_plural_subject_verb_agreement_2,0.748
sentential_negation_npi_licensor_present,0.883
sentential_negation_npi_scope,0.206
sentential_subject_island,0.357
superlative_quantifiers_1,0.773
superlative_quantifiers_2,0.785
tough_vs_raising_1,0.386
tough_vs_raising_2,0.64
transitive,0.671
wh_island,0.557
wh_questions_object_gap,0.666
wh_questions_subject_gap,0.822
wh_questions_subject_gap_long_distance,0.85
wh_vs_that_no_gap,0.937
wh_vs_that_no_gap_long_distance,0.948
wh_vs_that_with_gap,0.228
wh_vs_that_with_gap_long_distance,0.114
