,best
adjunct_island,0.805
anaphor_gender_agreement,0.689
anaphor_number_agreement,0.891
animate_subject_passive,0.583
animate_subject_trans,0.653
causative,0.652
complex_NP_island,0.49
coordinate_structure_constraint_complex_left_branch,0.306
coordinate_structure_constraint_object_extraction,0.562
determiner_noun_agreement_1,0.908
determiner_noun_agreement_2,0.928
determiner_noun_agreement_irregular_1,0.808
determiner_noun_agreement_irregular_2,0.913
determiner_noun_agreement_with_adj_2,0.826
determiner_noun_agreement_with_adj_irregular_1,0.773
determiner_noun_agreement_with_adj_irregular_2,0.821
determiner_noun_agreement_with_adjective_1,0.845
distractor_agreement_relational_noun,0.713
distractor_agreement_relative_clause,0.475
drop_argument,0.45
ellipsis_n_bar_1,0.669
ellipsis_n_bar_2,0.86
existential_there_object_raising,0.66
existential_there_quantifiers_1,0.965
existential_there_quantifiers_2,0.445
existential_there_subject_raising,0.762
expletive_it_object_raising,0.703
inchoative,0.691
intransitive,0.591
irregular_past_participle_adjectives,0.831
irregular_past_participle_verbs,0.804
irregular_plural_subject_verb_agreement_1,0.679
irregular_plural_subject_verb_agreement_2,0.811
left_branch_island_echo_question,0.612
left_branch_island_simple_question,0.296
matrix_question_npi_licensor_present,0.059
npi_present_1,0.353
npi_present_2,0.467
only_npi_licensor_present,0.952
only_npi_scope,0.599
passive_1,0.657
passive_2,0.589
principle_A_c_command,0.55
principle_A_case_1,0.998
principle_A_case_2,0.795
principle_A_domain_1,0.992
principle_A_domain_2,0.848
principle_A_domain_3,0.558
principle_A_reconstruction,0.501
regular_plural_subject_verb_agreement_1,0.765
regular_plural_subject_verb_agreement_2,0.745
sentential_negation_npi_licensor_present,0.936
sentential_negation_npi_scope,0.139
sentential_subject_island,0.37
superlative_quantifiers_1,0.601
superlative_quantifiers_2,0.834
tough_vs_raising_1,0.584
tough_vs_raising_2,0.533
transitive,0.649
wh_island,0.59
wh_questions_object_gap,0.589
wh_questions_subject_gap,0.774
wh_questions_subject_gap_long_distance,0.835
wh_vs_that_no_gap,0.907
wh_vs_that_no_gap_long_distance,0.943
wh_vs_that_with_gap,0.357
wh_vs_that_with_gap_long_distance,0.161
