,best
adjunct_island,0.821
anaphor_gender_agreement,0.848
anaphor_number_agreement,0.964
animate_subject_passive,0.752
animate_subject_trans,0.823
causative,0.738
complex_NP_island,0.519
coordinate_structure_constraint_complex_left_branch,0.434
coordinate_structure_constraint_object_extraction,0.782
determiner_noun_agreement_1,0.938
determiner_noun_agreement_2,0.964
determiner_noun_agreement_irregular_1,0.834
determiner_noun_agreement_irregular_2,0.922
determiner_noun_agreement_with_adj_2,0.926
determiner_noun_agreement_with_adj_irregular_1,0.831
determiner_noun_agreement_with_adj_irregular_2,0.89
determiner_noun_agreement_with_adjective_1,0.9
distractor_agreement_relational_noun,0.715
distractor_agreement_relative_clause,0.589
drop_argument,0.564
ellipsis_n_bar_1,0.794
ellipsis_n_bar_2,0.894
existential_there_object_raising,0.655
existential_there_quantifiers_1,0.97
existential_there_quantifiers_2,0.679
existential_there_subject_raising,0.874
expletive_it_object_raising,0.693
inchoative,0.668
intransitive,0.649
irregular_past_participle_adjectives,0.757
irregular_past_participle_verbs,0.827
irregular_plural_subject_verb_agreement_1,0.854
irregular_plural_subject_verb_agreement_2,0.868
left_branch_island_echo_question,0.581
left_branch_island_simple_question,0.566
matrix_question_npi_licensor_present,0.306
npi_present_1,0.369
npi_present_2,0.491
only_npi_licensor_present,0.189
only_npi_scope,0.502
passive_1,0.699
passive_2,0.7
principle_A_c_command,0.51
principle_A_case_1,1.0
principle_A_case_2,0.879
principle_A_domain_1,0.995
principle_A_domain_2,0.868
principle_A_domain_3,0.596
principle_A_reconstruction,0.309
regular_plural_subject_verb_agreement_1,0.865
regular_plural_subject_verb_agreement_2,0.874
sentential_negation_npi_licensor_present,0.975
sentential_negation_npi_scope,0.362
sentential_subject_island,0.428
superlative_quantifiers_1,0.807
superlative_quantifiers_2,0.952
tough_vs_raising_1,0.516
tough_vs_raising_2,0.803
transitive,0.753
wh_island,0.738
wh_questions_object_gap,0.722
wh_questions_subject_gap,0.904
wh_questions_subject_gap_long_distance,0.905
wh_vs_that_no_gap,0.969
wh_vs_that_no_gap_long_distance,0.985
wh_vs_that_with_gap,0.501
wh_vs_that_with_gap_long_distance,0.136
