,best
adjunct_island,0.675
anaphor_gender_agreement,0.64
anaphor_number_agreement,0.901
animate_subject_passive,0.674
animate_subject_trans,0.747
causative,0.697
complex_NP_island,0.453
coordinate_structure_constraint_complex_left_branch,0.369
coordinate_structure_constraint_object_extraction,0.79
determiner_noun_agreement_1,0.912
determiner_noun_agreement_2,0.963
determiner_noun_agreement_irregular_1,0.768
determiner_noun_agreement_irregular_2,0.879
determiner_noun_agreement_with_adj_2,0.902
determiner_noun_agreement_with_adj_irregular_1,0.815
determiner_noun_agreement_with_adj_irregular_2,0.823
determiner_noun_agreement_with_adjective_1,0.877
distractor_agreement_relational_noun,0.611
distractor_agreement_relative_clause,0.422
drop_argument,0.484
ellipsis_n_bar_1,0.585
ellipsis_n_bar_2,0.806
existential_there_object_raising,0.655
existential_there_quantifiers_1,0.934
existential_there_quantifiers_2,0.69
existential_there_subject_raising,0.808
expletive_it_object_raising,0.718
inchoative,0.628
intransitive,0.531
irregular_past_participle_adjectives,0.615
irregular_past_participle_verbs,0.809
irregular_plural_subject_verb_agreement_1,0.77
irregular_plural_subject_verb_agreement_2,0.812
left_branch_island_echo_question,0.472
left_branch_island_simple_question,0.512
matrix_question_npi_licensor_present,0.392
npi_present_1,0.309
npi_present_2,0.387
only_npi_licensor_present,0.283
only_npi_scope,0.561
passive_1,0.675
passive_2,0.639
principle_A_c_command,0.556
principle_A_case_1,1.0
principle_A_case_2,0.836
principle_A_domain_1,0.974
principle_A_domain_2,0.802
principle_A_domain_3,0.583
principle_A_reconstruction,0.386
regular_plural_subject_verb_agreement_1,0.815
regular_plural_subject_verb_agreement_2,0.813
sentential_negation_npi_licensor_present,0.987
sentential_negation_npi_scope,0.345
sentential_subject_island,0.376
superlative_quantifiers_1,0.653
superlative_quantifiers_2,0.835
tough_vs_raising_1,0.426
tough_vs_raising_2,0.768
transitive,0.687
wh_island,0.845
wh_questions_object_gap,0.754
wh_questions_subject_gap,0.912
wh_questions_subject_gap_long_distance,0.962
wh_vs_that_no_gap,0.97
wh_vs_that_no_gap_long_distance,0.984
wh_vs_that_with_gap,0.321
wh_vs_that_with_gap_long_distance,0.146
