,best
adjunct_island,0.791
anaphor_gender_agreement,0.781
anaphor_number_agreement,0.936
animate_subject_passive,0.601
animate_subject_trans,0.675
causative,0.679
complex_NP_island,0.481
coordinate_structure_constraint_complex_left_branch,0.271
coordinate_structure_constraint_object_extraction,0.691
determiner_noun_agreement_1,0.942
determiner_noun_agreement_2,0.939
determiner_noun_agreement_irregular_1,0.794
determiner_noun_agreement_irregular_2,0.923
determiner_noun_agreement_with_adj_2,0.869
determiner_noun_agreement_with_adj_irregular_1,0.793
determiner_noun_agreement_with_adj_irregular_2,0.864
determiner_noun_agreement_with_adjective_1,0.873
distractor_agreement_relational_noun,0.69
distractor_agreement_relative_clause,0.561
drop_argument,0.441
ellipsis_n_bar_1,0.76
ellipsis_n_bar_2,0.862
existential_there_object_raising,0.665
existential_there_quantifiers_1,0.964
existential_there_quantifiers_2,0.407
existential_there_subject_raising,0.746
expletive_it_object_raising,0.705
inchoative,0.714
intransitive,0.603
irregular_past_participle_adjectives,0.831
irregular_past_participle_verbs,0.884
irregular_plural_subject_verb_agreement_1,0.718
irregular_plural_subject_verb_agreement_2,0.875
left_branch_island_echo_question,0.638
left_branch_island_simple_question,0.343
matrix_question_npi_licensor_present,0.05
npi_present_1,0.498
npi_present_2,0.533
only_npi_licensor_present,0.999
only_npi_scope,0.622
passive_1,0.623
passive_2,0.604
principle_A_c_command,0.647
principle_A_case_1,0.998
principle_A_case_2,0.85
principle_A_domain_1,0.987
principle_A_domain_2,0.829
principle_A_domain_3,0.554
principle_A_reconstruction,0.598
regular_plural_subject_verb_agreement_1,0.769
regular_plural_subject_verb_agreement_2,0.848
sentential_negation_npi_licensor_present,0.873
sentential_negation_npi_scope,0.324
sentential_subject_island,0.428
superlative_quantifiers_1,0.695
superlative_quantifiers_2,0.902
tough_vs_raising_1,0.604
tough_vs_raising_2,0.601
transitive,0.676
wh_island,0.721
wh_questions_object_gap,0.719
wh_questions_subject_gap,0.853
wh_questions_subject_gap_long_distance,0.821
wh_vs_that_no_gap,0.945
wh_vs_that_no_gap_long_distance,0.976
wh_vs_that_with_gap,0.366
wh_vs_that_with_gap_long_distance,0.156
