,best
adjunct_island,0.792
anaphor_gender_agreement,0.716
anaphor_number_agreement,0.946
animate_subject_passive,0.606
animate_subject_trans,0.68
causative,0.677
complex_NP_island,0.506
coordinate_structure_constraint_complex_left_branch,0.302
coordinate_structure_constraint_object_extraction,0.636
determiner_noun_agreement_1,0.947
determiner_noun_agreement_2,0.926
determiner_noun_agreement_irregular_1,0.824
determiner_noun_agreement_irregular_2,0.934
determiner_noun_agreement_with_adj_2,0.872
determiner_noun_agreement_with_adj_irregular_1,0.796
determiner_noun_agreement_with_adj_irregular_2,0.844
determiner_noun_agreement_with_adjective_1,0.888
distractor_agreement_relational_noun,0.765
distractor_agreement_relative_clause,0.557
drop_argument,0.455
ellipsis_n_bar_1,0.73
ellipsis_n_bar_2,0.87
existential_there_object_raising,0.702
existential_there_quantifiers_1,0.989
existential_there_quantifiers_2,0.376
existential_there_subject_raising,0.722
expletive_it_object_raising,0.736
inchoative,0.709
intransitive,0.61
irregular_past_participle_adjectives,0.695
irregular_past_participle_verbs,0.811
irregular_plural_subject_verb_agreement_1,0.707
irregular_plural_subject_verb_agreement_2,0.881
left_branch_island_echo_question,0.529
left_branch_island_simple_question,0.309
matrix_question_npi_licensor_present,0.071
npi_present_1,0.448
npi_present_2,0.427
only_npi_licensor_present,1.0
only_npi_scope,0.737
passive_1,0.617
passive_2,0.604
principle_A_c_command,0.558
principle_A_case_1,0.998
principle_A_case_2,0.871
principle_A_domain_1,0.982
principle_A_domain_2,0.79
principle_A_domain_3,0.548
principle_A_reconstruction,0.49
regular_plural_subject_verb_agreement_1,0.784
regular_plural_subject_verb_agreement_2,0.83
sentential_negation_npi_licensor_present,0.95
sentential_negation_npi_scope,0.269
sentential_subject_island,0.41
superlative_quantifiers_1,0.61
superlative_quantifiers_2,0.9
tough_vs_raising_1,0.557
tough_vs_raising_2,0.622
transitive,0.668
wh_island,0.587
wh_questions_object_gap,0.684
wh_questions_subject_gap,0.849
wh_questions_subject_gap_long_distance,0.811
wh_vs_that_no_gap,0.958
wh_vs_that_no_gap_long_distance,0.969
wh_vs_that_with_gap,0.41
wh_vs_that_with_gap_long_distance,0.189
