,best
adjunct_island,0.785
anaphor_gender_agreement,0.787
anaphor_number_agreement,0.875
animate_subject_passive,0.725
animate_subject_trans,0.785
causative,0.751
complex_NP_island,0.457
coordinate_structure_constraint_complex_left_branch,0.424
coordinate_structure_constraint_object_extraction,0.796
determiner_noun_agreement_1,0.938
determiner_noun_agreement_2,0.974
determiner_noun_agreement_irregular_1,0.82
determiner_noun_agreement_irregular_2,0.935
determiner_noun_agreement_with_adj_2,0.922
determiner_noun_agreement_with_adj_irregular_1,0.83
determiner_noun_agreement_with_adj_irregular_2,0.849
determiner_noun_agreement_with_adjective_1,0.879
distractor_agreement_relational_noun,0.598
distractor_agreement_relative_clause,0.455
drop_argument,0.512
ellipsis_n_bar_1,0.694
ellipsis_n_bar_2,0.801
existential_there_object_raising,0.683
existential_there_quantifiers_1,0.957
existential_there_quantifiers_2,0.575
existential_there_subject_raising,0.82
expletive_it_object_raising,0.727
inchoative,0.719
intransitive,0.596
irregular_past_participle_adjectives,0.839
irregular_past_participle_verbs,0.818
irregular_plural_subject_verb_agreement_1,0.784
irregular_plural_subject_verb_agreement_2,0.86
left_branch_island_echo_question,0.523
left_branch_island_simple_question,0.593
matrix_question_npi_licensor_present,0.266
npi_present_1,0.319
npi_present_2,0.399
only_npi_licensor_present,0.725
only_npi_scope,0.643
passive_1,0.655
passive_2,0.628
principle_A_c_command,0.646
principle_A_case_1,1.0
principle_A_case_2,0.879
principle_A_domain_1,0.987
principle_A_domain_2,0.832
principle_A_domain_3,0.636
principle_A_reconstruction,0.289
regular_plural_subject_verb_agreement_1,0.803
regular_plural_subject_verb_agreement_2,0.837
sentential_negation_npi_licensor_present,0.993
sentential_negation_npi_scope,0.302
sentential_subject_island,0.318
superlative_quantifiers_1,0.869
superlative_quantifiers_2,0.964
tough_vs_raising_1,0.499
tough_vs_raising_2,0.779
transitive,0.703
wh_island,0.651
wh_questions_object_gap,0.716
wh_questions_subject_gap,0.901
wh_questions_subject_gap_long_distance,0.91
wh_vs_that_no_gap,0.948
wh_vs_that_no_gap_long_distance,0.974
wh_vs_that_with_gap,0.451
wh_vs_that_with_gap_long_distance,0.204
