,best
adjunct_island,0.725
anaphor_gender_agreement,0.71
anaphor_number_agreement,0.937
animate_subject_passive,0.724
animate_subject_trans,0.8
causative,0.742
complex_NP_island,0.437
coordinate_structure_constraint_complex_left_branch,0.356
coordinate_structure_constraint_object_extraction,0.682
determiner_noun_agreement_1,0.926
determiner_noun_agreement_2,0.968
determiner_noun_agreement_irregular_1,0.787
determiner_noun_agreement_irregular_2,0.911
determiner_noun_agreement_with_adj_2,0.912
determiner_noun_agreement_with_adj_irregular_1,0.789
determiner_noun_agreement_with_adj_irregular_2,0.802
determiner_noun_agreement_with_adjective_1,0.875
distractor_agreement_relational_noun,0.608
distractor_agreement_relative_clause,0.514
drop_argument,0.514
ellipsis_n_bar_1,0.63
ellipsis_n_bar_2,0.783
existential_there_object_raising,0.717
existential_there_quantifiers_1,0.948
existential_there_quantifiers_2,0.661
existential_there_subject_raising,0.797
expletive_it_object_raising,0.728
inchoative,0.694
intransitive,0.573
irregular_past_participle_adjectives,0.811
irregular_past_participle_verbs,0.851
irregular_plural_subject_verb_agreement_1,0.8
irregular_plural_subject_verb_agreement_2,0.861
left_branch_island_echo_question,0.476
left_branch_island_simple_question,0.43
matrix_question_npi_licensor_present,0.401
npi_present_1,0.405
npi_present_2,0.476
only_npi_licensor_present,0.787
only_npi_scope,0.56
passive_1,0.635
passive_2,0.62
principle_A_c_command,0.555
principle_A_case_1,1.0
principle_A_case_2,0.871
principle_A_domain_1,0.996
principle_A_domain_2,0.786
principle_A_domain_3,0.596
principle_A_reconstruction,0.23
regular_plural_subject_verb_agreement_1,0.844
regular_plural_subject_verb_agreement_2,0.819
sentential_negation_npi_licensor_present,0.973
sentential_negation_npi_scope,0.32
sentential_subject_island,0.408
superlative_quantifiers_1,0.693
superlative_quantifiers_2,0.907
tough_vs_raising_1,0.443
tough_vs_raising_2,0.806
transitive,0.715
wh_island,0.819
wh_questions_object_gap,0.729
wh_questions_subject_gap,0.896
wh_questions_subject_gap_long_distance,0.923
wh_vs_that_no_gap,0.953
wh_vs_that_no_gap_long_distance,0.962
wh_vs_that_with_gap,0.465
wh_vs_that_with_gap_long_distance,0.197
