,best
adjunct_island,0.715
anaphor_gender_agreement,0.666
anaphor_number_agreement,0.908
animate_subject_passive,0.747
animate_subject_trans,0.755
causative,0.707
complex_NP_island,0.349
coordinate_structure_constraint_complex_left_branch,0.284
coordinate_structure_constraint_object_extraction,0.675
determiner_noun_agreement_1,0.921
determiner_noun_agreement_2,0.976
determiner_noun_agreement_irregular_1,0.766
determiner_noun_agreement_irregular_2,0.837
determiner_noun_agreement_with_adj_2,0.934
determiner_noun_agreement_with_adj_irregular_1,0.801
determiner_noun_agreement_with_adj_irregular_2,0.817
determiner_noun_agreement_with_adjective_1,0.883
distractor_agreement_relational_noun,0.478
distractor_agreement_relative_clause,0.393
drop_argument,0.468
ellipsis_n_bar_1,0.7
ellipsis_n_bar_2,0.802
existential_there_object_raising,0.637
existential_there_quantifiers_1,0.941
existential_there_quantifiers_2,0.411
existential_there_subject_raising,0.704
expletive_it_object_raising,0.705
inchoative,0.605
intransitive,0.509
irregular_past_participle_adjectives,0.932
irregular_past_participle_verbs,0.768
irregular_plural_subject_verb_agreement_1,0.768
irregular_plural_subject_verb_agreement_2,0.865
left_branch_island_echo_question,0.478
left_branch_island_simple_question,0.491
matrix_question_npi_licensor_present,0.28
npi_present_1,0.466
npi_present_2,0.436
only_npi_licensor_present,0.809
only_npi_scope,0.518
passive_1,0.644
passive_2,0.619
principle_A_c_command,0.549
principle_A_case_1,1.0
principle_A_case_2,0.863
principle_A_domain_1,0.984
principle_A_domain_2,0.792
principle_A_domain_3,0.541
principle_A_reconstruction,0.338
regular_plural_subject_verb_agreement_1,0.836
regular_plural_subject_verb_agreement_2,0.805
sentential_negation_npi_licensor_present,0.963
sentential_negation_npi_scope,0.278
sentential_subject_island,0.323
superlative_quantifiers_1,0.912
superlative_quantifiers_2,0.882
tough_vs_raising_1,0.428
tough_vs_raising_2,0.775
transitive,0.707
wh_island,0.738
wh_questions_object_gap,0.816
wh_questions_subject_gap,0.939
wh_questions_subject_gap_long_distance,0.972
wh_vs_that_no_gap,0.952
wh_vs_that_no_gap_long_distance,0.983
wh_vs_that_with_gap,0.33
wh_vs_that_with_gap_long_distance,0.103
