sentence1	PPL1	Sentence2	PPL2	Correct
Catherine sees herself joined this committee.	7.613805770874023	Catherine sees herself joining this committee.	7.278326511383057	correct
Gary sees himself joined this committee.	7.144967555999756	Gary sees himself joining this committee.	6.8869218826293945	correct
The girl explains that the man believes in herself.	5.596668720245361	The girl explains that the man believes in himself.	5.422078609466553	correct
Jerry explains that the female player believes in himself.	6.129273414611816	Jerry explains that the female player believes in herself.	6.191372871398926	incorrect
Kelly knows that the king enjoys herself.	6.203690528869629	Kelly knows that the king enjoys himself.	5.627517223358154	correct
Anthony knows that the female president enjoys himself.	5.533199310302734	Anthony knows that the female president enjoys herself.	5.767067909240723	incorrect
Kelly imagines herself enjoyed that music.	8.419737815856934	Kelly imagines herself enjoying that music.	7.988336563110352	correct
Anthony caught himself enjoyed that music.	6.86704158782959	Anthony caught himself enjoying that music.	6.662012100219727	correct
Alice knows that the man introduces herself to others.	5.186634063720703	Alice knows that the man introduces himself to others.	5.146889686584473	correct
William knows that the woman introduces himself to others.	5.459558963775635	William knows that the woman introduces herself to others.	5.3830084800720215	correct
Alice pictures herself described the process.	8.010913848876953	Alice pictures herself describing the process.	7.971906661987305	correct
William pictures himself described the process.	7.893040180206299	William pictures himself describing the process.	7.571295738220215	correct
Victoria explains that the father hides herself.	6.17410945892334	Victoria explains that the father hides himself.	5.905094623565674	correct
Jack explains that his mother hides himself.	5.803923606872559	Jack explains that his mother hides herself.	5.9267354011535645	incorrect
Sarah shows that her brother enjoys herself.	6.223480224609375	Sarah shows that her brother enjoys himself.	6.137361526489258	correct
Robert shows that the female president enjoys himself.	5.883817195892334	Robert shows that the female president enjoys herself.	6.103084087371826	incorrect
Sarah caught herself enjoyed the film.	7.36231803894043	Sarah caught herself enjoying the film.	6.342047691345215	correct
Robert caught himself enjoyed the film.	6.744572639465332	Robert caught himself enjoying the film.	6.074077606201172	correct
The daughter imagines herself opened this door.	6.390030860900879	The daughter imagines herself opening this door.	6.892272472381592	incorrect
Dan imagines himself opened this door.	6.672053813934326	Dan imagines himself opening this door.	7.0336713790893555	incorrect
Jane feels that the prince teaches herself French.	6.969114780426025	Jane feels that the prince teaches himself French.	6.626102924346924	correct
The king feels that the wife teaches himself French.	6.4510817527771	The king feels that the wife teaches herself French.	6.562504768371582	incorrect
Jane imagines herself taught the course.	7.18693208694458	Jane imagines herself teaching the course.	7.136532783508301	correct
The king saw himself taught the course.	5.615848064422607	The king saw himself teaching the course.	5.531849384307861	correct
Anna feels that the father depends on herself.	6.931403160095215	Anna feels that the father depends on himself.	6.706145763397217	correct
The male player feels that the wife depends on himself.	6.529179573059082	The male player feels that the wife depends on herself.	6.497354030609131	correct
Anna imagines herself lived with her parents.	6.187649726867676	Anna imagines herself living with her parents.	6.0368733406066895	correct
The male player sees himself lived with his parents.	5.997128009796143	The male player sees himself living with his parents.	5.497923851013184	correct
Maria imagines herself finished a project.	6.810439586639404	Maria imagines herself finishing a project.	7.0205512046813965	incorrect
Oliver imagines himself finished a project.	7.263383865356445	Oliver imagines himself finishing a project.	7.50330114364624	incorrect
The wife hears that the male player sees herself appear on television.	5.995379447937012	The wife hears that the male player sees himself appear on television.	5.9835429191589355	correct
The father hears that the female president sees himself appear on television.	5.8309760093688965	The father hears that the female president sees herself appear on television.	5.88569450378418	incorrect
