sentence1	PPL1	Sentence2	PPL2	Correct
Who did the customer who talked to love that man?	6.544163703918457	Who did the customer who talked to that man love?	6.7746100425720215	incorrect
Who did the customer who loved talk to that man?	6.413400173187256	Who did the customer who loved that man talk to?	6.6357903480529785	incorrect
What did this male professor who understood follow the rule?	7.826474189758301	What did this male professor who understood the rule follow?	8.010530471801758	incorrect
What did this male professor who protected understand the rule?	8.248733520507812	What did this male professor who protected the rule understand?	8.07873821258545	correct
Who did the writer who trusted call that teacher?	6.935378074645996	Who did the writer who trusted that teacher call?	7.342212200164795	incorrect
Who did the writer who called trust that teacher?	7.140239238739014	Who did the writer who called that teacher trust?	7.242456912994385	incorrect
Who did this male professor who contacted see this child?	8.072385787963867	Who did this male professor who contacted this child see?	8.41688346862793	incorrect
Who did this male professor who saw contact this child?	7.76869535446167	Who did this male professor who saw this child contact?	7.809842109680176	incorrect
Who did the visitor who defeated beat Mike?	9.093748092651367	Who did the visitor who defeated Mike beat?	9.384618759155273	incorrect
Who did that prince who beat defeat Alice?	9.479826927185059	Who did that prince who beat Alice defeat?	9.210441589355469	correct
Who did the student who trusted visit Robert?	7.93925666809082	Who did the student who trusted Robert visit?	8.182567596435547	incorrect
Who did this daughter who beat talk to that president?	7.1132659912109375	Who did this daughter who beat that president talk to?	7.639737129211426	incorrect
Who did this daughter who talked to beat that president?	7.379266262054443	Who did this daughter who talked to that president beat?	7.705702304840088	incorrect
Who did this male president who believed hide the teacher?	7.975637912750244	Who did this male president who believed the teacher hide?	8.024592399597168	incorrect
Who did this male president who hid believe the teacher?	7.618663787841797	Who did this male president who hid the teacher believe?	7.591018199920654	correct
Who did the judge who saw contact this minister?	7.3358917236328125	Who did the judge who saw this minister contact?	7.563411235809326	incorrect
Who did the judge who contacted see this minister?	7.527565956115723	Who did the judge who contacted this minister see?	7.753024578094482	incorrect
Who did the doctor who talked to beat Alexander?	6.781520366668701	Who did the doctor who talked to Alexander beat?	7.060756683349609	incorrect
Who did the doctor who beat talk to Alexander?	6.768287658691406	Who did the doctor who beat Alexander talk to?	7.322866916656494	incorrect
Who did that female president who met support this parent?	8.257464408874512	Who did that female president who met this parent support?	8.150130271911621	correct
Who did that female president who supported meet this parent?	8.412137031555176	Who did that female president who supported this parent meet?	8.267035484313965	correct
Who did that daughter who believed call the police?	7.858858108520508	Who did that daughter who believed the police call?	7.648345947265625	correct
Who did that daughter who called believe the police?	8.319931983947754	Who did that daughter who called the police believe?	8.23914623260498	correct
Who did the professor who found talk to this student?	6.201793193817139	Who did the professor who found this student talk to?	6.4536895751953125	incorrect
Who did the professor who talked to find this student?	6.499566078186035	Who did the professor who talked to this student find?	6.741532802581787	incorrect
Who did the judge who beat select that teacher?	7.281670570373535	Who did the judge who beat that teacher select?	7.308363437652588	incorrect
Who did the judge who selected beat that teacher?	7.60906457901001	Who did the judge who selected that teacher beat?	7.637001991271973	incorrect
Who did the driver who beat save this doctor?	7.219089031219482	Who did the driver who beat this doctor save?	7.295233249664307	incorrect
Who did the driver who saved beat this doctor?	7.28324556350708	Who did the driver who saved this doctor beat?	7.196817398071289	correct
Who did his wife who trusted defeat Henry?	8.488823890686035	Who did his wife who trusted Henry defeat?	8.556792259216309	incorrect
Who did his wife who defeated trust Henry?	8.55984878540039	Who did his wife who defeated Henry trust?	8.394916534423828	correct
Who did the coach who visited talk to this leader?	7.11659574508667	Who did the coach who visited this leader talk to?	7.709971904754639	incorrect
Who did the coach who talked to visit this leader?	7.042591094970703	Who did the coach who talked to this leader visit?	7.304266452789307	incorrect
Who did the girl who visited attack that team?	7.303751468658447	Who did the girl who visited that team attack?	7.354122638702393	incorrect
