sentence1	PPL1	Sentence2	PPL2	Correct
Won't the lady who the student watch will throw the ball?	5.3760085105896	Will the lady who the student won't watch throw the ball?	5.982772350311279	incorrect
Didn't the man who the woman watch does swim?	5.700684070587158	Does the man who the woman didn't watch swim?	5.501420021057129	correct
Should the boy who the man love doesn't face the problem?	5.069701194763184	Doesn't the boy who the man should love face the problem?	5.293513774871826	incorrect
Could the princess who the man marry did arrive?	6.454578876495361	Did the princess who the man could marry arrive?	7.101505756378174	incorrect
Doesn't the wife who the student believe might rest?	6.49200963973999	Might the wife who the student doesn't believe rest?	7.433194637298584	incorrect
Shouldn't the doctor who the team follow did stay?	6.6046881675720215	Did the doctor who the team shouldn't follow stay?	7.290088653564453	incorrect
Would the professor who the friend help can live with the parents?	6.209139823913574	Can the professor who the friend would help live with the parents?	6.5728864669799805	incorrect
Might the president who the team attack would show interest in the man?	6.750620365142822	Would the president who the team might attack show interest in the man?	6.523258686065674	correct
Couldn't the king who the child follow can't hear the music?	5.4772047996521	Can't the king who the child couldn't follow hear the music?	6.161952495574951	incorrect
Couldn't the man who the professor teach could lose the war?	5.7209320068359375	Could the man who the professor couldn't teach lose the war?	5.746664047241211	incorrect
Should the prince who the child see does run?	7.928854942321777	Does the prince who the child should see run?	6.575132846832275	correct
Couldn't the mother who the teacher ask must report the news?	5.886508941650391	Must the mother who the teacher couldn't ask report the news?	6.374465465545654	incorrect
Should the president who the teacher invite can't watch the television?	6.677092552185059	Can't the president who the teacher should invite watch the television?	7.02568244934082	incorrect
Didn't the king who the soldier kill shouldn't put the name on the book?	5.052637100219727	Shouldn't the king who the soldier didn't kill put the name on the book?	5.142787456512451	incorrect
Must the prince who the teacher teach can face the problem?	6.16928243637085	Can the prince who the teacher must teach face the problem?	6.992964744567871	incorrect
Must the girl who the student follow won't run?	6.57021951675415	Won't the girl who the student must follow run?	6.784371852874756	incorrect
Does the player who the woman see shouldn't walk?	6.295906066894531	Shouldn't the player who the woman does see walk?	6.202465534210205	correct
Didn't the player who the soldier save can join the party?	5.655529022216797	Can the player who the soldier didn't save join the party?	6.609882354736328	incorrect
Won't the president who the teacher invite might face the war?	6.126946449279785	Might the president who the teacher won't invite face the war?	6.685995578765869	incorrect
May the player who the man marry doesn't walk?	6.217865943908691	Doesn't the player who the man may marry walk?	6.140341281890869	correct
Can the king who the student see does stay?	8.56556510925293	Does the king who the student can see stay?	7.014645099639893	correct
May the father who the woman love can control the game?	5.380720615386963	Can the father who the woman may love control the game?	6.747997283935547	incorrect
Can't the wife who the parent love didn't prove the theory?	6.57429313659668	Didn't the wife who the parent can't love prove the theory?	6.043092250823975	correct
Did the woman who the student follow may wait?	7.301596164703369	May the woman who the student did follow wait?	7.61072301864624	incorrect
Did the doctor who the student ask does stand?	7.8968987464904785	Does the doctor who the student did ask stand?	7.62627649307251	correct
Could the boy who the police find would start the war?	5.264291763305664	Would the boy who the police could find start the war?	5.355372428894043	incorrect
Shouldn't the father who the minister serve will swim?	6.061012268066406	Will the father who the minister shouldn't serve swim?	6.73550271987915	incorrect
Did the player who the professor teach didn't run?	6.798437595367432	Didn't the player who the professor did teach run?	6.944577217102051	incorrect
Should the father who the student meet won't ask the question?	6.1840949058532715	Won't the father who the student should meet ask the question?	5.555562496185303	correct
Couldn't the player who the army kill would lie down?	6.202390193939209	Would the player who the army couldn't kill lie down?	6.714466571807861	incorrect
