sentence1	PPL1	Sentence2	PPL2	Correct
Who did the customer who talked to love that man?	5.018626689910889	Who did the customer who talked to that man love?	5.612374782562256	incorrect
Who did the customer who loved talk to that man?	5.341188430786133	Who did the customer who loved that man talk to?	5.1858744621276855	correct
What did this male professor who understood follow the rule?	7.237491607666016	What did this male professor who understood the rule follow?	7.591287136077881	incorrect
What did this male professor who protected understand the rule?	7.2798171043396	What did this male professor who protected the rule understand?	7.559824466705322	incorrect
Who did the writer who trusted call that teacher?	6.081002712249756	Who did the writer who trusted that teacher call?	6.197658061981201	incorrect
Who did the writer who called trust that teacher?	6.014974117279053	Who did the writer who called that teacher trust?	6.188664436340332	incorrect
Who did this male professor who contacted see this child?	6.614229679107666	Who did this male professor who contacted this child see?	6.732783794403076	incorrect
Who did this male professor who saw contact this child?	6.538650035858154	Who did this male professor who saw this child contact?	6.436755657196045	correct
Who did the visitor who defeated beat Mike?	7.348751068115234	Who did the visitor who defeated Mike beat?	6.8752031326293945	correct
Who did that prince who beat defeat Alice?	6.746603488922119	Who did that prince who beat Alice defeat?	6.4432477951049805	correct
Who did the student who trusted visit Robert?	6.775469779968262	Who did the student who trusted Robert visit?	6.605163097381592	correct
Who did this daughter who beat talk to that president?	6.103390693664551	Who did this daughter who beat that president talk to?	6.088083744049072	correct
Who did this daughter who talked to beat that president?	5.830282688140869	Who did this daughter who talked to that president beat?	6.196849822998047	incorrect
Who did this male president who believed hide the teacher?	7.108309268951416	Who did this male president who believed the teacher hide?	7.151425361633301	incorrect
Who did this male president who hid believe the teacher?	7.1096014976501465	Who did this male president who hid the teacher believe?	7.084567546844482	correct
Who did the judge who saw contact this minister?	6.105562686920166	Who did the judge who saw this minister contact?	6.181880950927734	incorrect
Who did the judge who contacted see this minister?	6.175168514251709	Who did the judge who contacted this minister see?	6.1858086585998535	incorrect
Who did the doctor who talked to beat Alexander?	5.87957239151001	Who did the doctor who talked to Alexander beat?	5.99526309967041	incorrect
Who did the doctor who beat talk to Alexander?	5.935612678527832	Who did the doctor who beat Alexander talk to?	5.74584436416626	correct
Who did that female president who met support this parent?	6.861756324768066	Who did that female president who met this parent support?	7.228726863861084	incorrect
Who did that female president who supported meet this parent?	6.730344295501709	Who did that female president who supported this parent meet?	7.029069423675537	incorrect
Who did that daughter who believed call the police?	5.3974785804748535	Who did that daughter who believed the police call?	5.433976173400879	incorrect
Who did that daughter who called believe the police?	5.656935691833496	Who did that daughter who called the police believe?	5.554269790649414	correct
Who did the professor who found talk to this student?	5.929054260253906	Who did the professor who found this student talk to?	5.811392307281494	correct
Who did the professor who talked to find this student?	5.5132880210876465	Who did the professor who talked to this student find?	5.924924373626709	incorrect
Who did the judge who beat select that teacher?	6.369053363800049	Who did the judge who beat that teacher select?	6.449784755706787	incorrect
Who did the judge who selected beat that teacher?	6.421878814697266	Who did the judge who selected that teacher beat?	6.15343713760376	correct
Who did the driver who beat save this doctor?	5.684450149536133	Who did the driver who beat this doctor save?	5.913929462432861	incorrect
Who did the driver who saved beat this doctor?	5.826435565948486	Who did the driver who saved this doctor beat?	5.654934406280518	correct
Who did his wife who trusted defeat Henry?	6.377181529998779	Who did his wife who trusted Henry defeat?	6.028625965118408	correct
Who did his wife who defeated trust Henry?	6.858535289764404	Who did his wife who defeated Henry trust?	6.512003421783447	correct
Who did the coach who visited talk to this leader?	5.987433433532715	Who did the coach who visited this leader talk to?	6.008010387420654	incorrect
