sentence1	PPL1	Sentence2	PPL2	Correct
Who should Mike tell a story to Jonathan while helping?	6.640443325042725	Who should Mike tell a story to while helping Jonathan?	6.809091091156006	incorrect
What did Sarah throw the ball after putting at home?	5.913392543792725	What did Sarah throw after putting the ball at home?	5.747898578643799	correct
Who should this boy tell the story to Richard after hitting?	6.202432155609131	Who should this boy tell the story to after hitting Richard?	5.987888813018799	correct
Who should Helen ask Catherine after arresting?	8.659133911132812	Who should Helen ask after arresting Catherine?	8.136902809143066	correct
Who did Ann see Kelly while attacking?	7.843985080718994	Who did Ann see while attacking Kelly?	7.8095245361328125	correct
What did Ann show the result after producing?	8.32563591003418	What did Ann show after producing the result?	7.917215347290039	correct
Who should that father mention Ruth when telling the story to?	6.906424522399902	Who should that father mention when telling the story to Ruth?	6.09264612197876	correct
What did that father talk about history when studying?	6.458128929138184	What did that father talk about when studying history?	5.908575057983398	correct
Who should this president kill Andy before meeting?	7.62967586517334	Who should this president kill before meeting Andy?	7.455875873565674	correct
What did this president build the system before developing?	6.867715835571289	What did this president build before developing the system?	6.25603723526001	correct
Who should Peter trust Jerry after arresting?	8.048912048339844	Who should Peter trust after arresting Jerry?	7.58217716217041	correct
What did Peter help the student to do after arresting?	7.772406101226807	What did Peter help to do after arresting the student?	6.59627103805542	correct
What should Walter watch Sarah before killing?	8.17451000213623	What should Walter watch before killing Sarah?	7.846792697906494	correct
What did Walter ask the question before answering?	6.6079254150390625	What did Walter ask before answering the question?	6.154839515686035	correct
Who should the doctor talk to Louis after writing about?	5.591500759124756	Who should the doctor talk to after writing about Louis?	5.6738128662109375	incorrect
What did the doctor hear the music after writing?	5.292700290679932	What did the doctor hear after writing the music?	5.558347702026367	incorrect
Who should Jason ask Catherine after leaving at home?	6.7751946449279785	Who should Jason ask after leaving Catherine at home?	6.5912957191467285	correct
Who should Louis call Jonathan after sending the letter?	6.72629451751709	Who should Louis call after sending Jonathan the letter?	7.4722113609313965	incorrect
Who should Victoria meet Jason while sharing the food with?	6.214677333831787	Who should Victoria meet while sharing the food with Jason?	6.198835849761963	correct
Who did Victoria like the children while sharing the food with?	5.838625907897949	Who did Victoria like while sharing the food with the children?	5.774651050567627	correct
Who should this professor support Victor while choosing?	8.619986534118652	Who should this professor support while choosing Victor?	8.170513153076172	correct
What did the girl throw the ball when she decided not to throw?	4.328647613525391	What did the girl throw when she decided not to throw the ball?	4.050406455993652	correct
What did this doctor enjoy the music while performing?	6.5035529136657715	What did this doctor enjoy while performing the music?	6.450906753540039	correct
What did the brother take the picture after drawing?	5.784864902496338	What did the brother take after drawing the picture?	5.271817684173584	correct
Who should Bill understand Catherine before marrying?	8.13821792602539	Who should Bill understand before marrying Catherine?	7.718695640563965	correct
Who should Anthony follow Adam when protecting?	8.906058311462402	Who should Anthony follow when protecting Adam?	7.979589939117432	correct
Who should Richard meet Alice after informing?	7.309608459472656	Who should Richard meet after informing Alice?	7.036229610443115	correct
What did Richard serve the government after informing?	6.670126438140869	What did Richard serve after informing the government?	6.264924049377441	correct
Who should this father teach Tony after telling a story to?	7.2527947425842285	Who should this father teach after telling a story to Tony?	6.265177249908447	correct
What did this father hear the music after enjoying?	7.468005657196045	What did this father hear after enjoying the music?	6.774686336517334	correct
Who should Catherine serve Peter when marrying?	8.075851440429688	Who should Catherine serve when marrying Peter?	7.32403564453125	correct
What did Mary attack the enemy when saving?	7.19851016998291	What did Mary attack when saving the enemy?	7.119454383850098	correct
What did that daughter paint the wall without creating?	6.997493267059326	What did that daughter paint without creating the wall?	6.706175327301025	correct
Who should Jerry help Tony when explaining the rules to?	7.328282833099365	Who should Jerry help when explaining the rules to Tony?	6.668943881988525	correct
What did Jerry report the crime when explaining?	7.93833065032959	What did Jerry report when explaining the crime?	7.106778621673584	correct
Who should Elizabeth teach Tony before attacking?	8.47260856628418	Who should Elizabeth teach before attacking Tony?	7.996291160583496	correct
What did Elizabeth bring the people before attacking?	6.640719890594482	What did Elizabeth bring before attacking the people?	6.019824028015137	correct
Who should that player call Fred when writing to?	7.8236236572265625	Who should that player call when writing to Fred?	7.253674030303955	correct
Who did that player play with the team when writing to?	5.850100517272949	Who did that player play with when writing to the team?	5.389647006988525	correct
Who should Louis lead Elizabeth while informing?	7.98465633392334	Who should Louis lead while informing Elizabeth?	7.825873851776123	correct
What did Louis see the film while explaining?	7.765194892883301	What did Louis see while explaining the film?	7.490434646606445	correct
Who should Louis support Peter when writing to?	7.38529634475708	Who should Louis support when writing to Peter?	6.719339847564697	correct
What did Louis start the project when writing?	7.106138229370117	What did Louis start when writing the project?	6.998429298400879	correct
Who should the player defeat Martin when fighting with?	6.8507161140441895	Who should the player defeat when fighting with Martin?	6.004223823547363	correct
What did the player report the crime when committing?	6.7542948722839355	What did the player report when committing the crime?	5.400158882141113	correct
Who should Sarah meet Anna without teaching?	7.482835292816162	Who should Sarah meet without teaching Anna?	7.86386775970459	incorrect
What did Sarah carry the arms without teaching?	7.097930431365967	What did Sarah carry without teaching the arms?	7.472855091094971	incorrect
Who should that professor defeat Jason before loving?	9.381946563720703	Who should that professor defeat before loving Jason?	9.09691047668457	correct
What did that professor make the plan before loving?	7.33677339553833	What did that professor make before loving the plan?	7.124306678771973	correct
Who should that brother follow Scott while explaining to?	8.620939254760742	Who should that brother follow while explaining to Scott?	7.371199607849121	correct
What did that brother report the crime while explaining?	6.928852558135986	What did that brother report while explaining the crime?	6.490848064422607	correct
Who should Roger call Charles after putting at home?	7.150784015655518	Who should Roger call after putting Charles at home?	6.936587333679199	correct
Who did Roger support the team after putting in trouble?	5.85959005355835	Who did Roger support after putting the team in trouble?	5.928314685821533	incorrect
