sentence1	PPL1	Sentence2	PPL2	Correct
Who did the customer who talked to love that man?	6.067661285400391	Who did the customer who talked to that man love?	6.334847927093506	incorrect
Who did the customer who loved talk to that man?	6.262063026428223	Who did the customer who loved that man talk to?	6.577127933502197	incorrect
What did this male professor who understood follow the rule?	7.038932800292969	What did this male professor who understood the rule follow?	6.914834499359131	correct
What did this male professor who protected understand the rule?	7.689189910888672	What did this male professor who protected the rule understand?	7.535238742828369	correct
Who did the writer who trusted call that teacher?	7.3521857261657715	Who did the writer who trusted that teacher call?	8.084724426269531	incorrect
Who did the writer who called trust that teacher?	7.29266881942749	Who did the writer who called that teacher trust?	6.99392032623291	correct
Who did this male professor who contacted see this child?	7.134603023529053	Who did this male professor who contacted this child see?	7.550854682922363	incorrect
Who did this male professor who saw contact this child?	7.0015106201171875	Who did this male professor who saw this child contact?	6.367396831512451	correct
Who did the visitor who defeated beat Mike?	8.166224479675293	Who did the visitor who defeated Mike beat?	8.293249130249023	incorrect
Who did that prince who beat defeat Alice?	8.28891372680664	Who did that prince who beat Alice defeat?	8.530929565429688	incorrect
Who did the student who trusted visit Robert?	7.833225250244141	Who did the student who trusted Robert visit?	8.426095962524414	incorrect
Who did this daughter who beat talk to that president?	6.965461730957031	Who did this daughter who beat that president talk to?	7.860989570617676	incorrect
Who did this daughter who talked to beat that president?	7.337549686431885	Who did this daughter who talked to that president beat?	7.058360576629639	correct
Who did this male president who believed hide the teacher?	7.977134704589844	Who did this male president who believed the teacher hide?	7.6577677726745605	correct
Who did this male president who hid believe the teacher?	7.646663188934326	Who did this male president who hid the teacher believe?	7.732791423797607	incorrect
Who did the judge who saw contact this minister?	6.729485511779785	Who did the judge who saw this minister contact?	6.677412509918213	correct
Who did the judge who contacted see this minister?	6.887264251708984	Who did the judge who contacted this minister see?	7.052804470062256	incorrect
Who did the doctor who talked to beat Alexander?	6.804435729980469	Who did the doctor who talked to Alexander beat?	7.299570560455322	incorrect
Who did the doctor who beat talk to Alexander?	6.953725337982178	Who did the doctor who beat Alexander talk to?	7.530694007873535	incorrect
Who did that female president who met support this parent?	8.048471450805664	Who did that female president who met this parent support?	6.954846382141113	correct
Who did that female president who supported meet this parent?	7.499202251434326	Who did that female president who supported this parent meet?	6.859471321105957	correct
Who did that daughter who believed call the police?	6.9949798583984375	Who did that daughter who believed the police call?	7.247611045837402	incorrect
Who did that daughter who called believe the police?	6.9649481773376465	Who did that daughter who called the police believe?	6.647287368774414	correct
Who did the professor who found talk to this student?	5.636203765869141	Who did the professor who found this student talk to?	5.972421169281006	incorrect
Who did the professor who talked to find this student?	5.86065673828125	Who did the professor who talked to this student find?	6.112255573272705	incorrect
Who did the judge who beat select that teacher?	7.1489739418029785	Who did the judge who beat that teacher select?	6.770754337310791	correct
Who did the judge who selected beat that teacher?	7.083620548248291	Who did the judge who selected that teacher beat?	6.982868671417236	correct
Who did the driver who beat save this doctor?	7.005908489227295	Who did the driver who beat this doctor save?	6.852229118347168	correct
Who did the driver who saved beat this doctor?	7.123095989227295	Who did the driver who saved this doctor beat?	6.887272357940674	correct
Who did his wife who trusted defeat Henry?	7.906950950622559	Who did his wife who trusted Henry defeat?	7.198380470275879	correct
Who did his wife who defeated trust Henry?	8.05689811706543	Who did his wife who defeated Henry trust?	7.332937240600586	correct
Who did the coach who visited talk to this leader?	7.406983852386475	Who did the coach who visited this leader talk to?	7.7989397048950195	incorrect
Who did the coach who talked to visit this leader?	7.363704681396484	Who did the coach who talked to this leader visit?	7.31344747543335	correct
Who did the girl who visited attack that team?	7.744876384735107	Who did the girl who visited that team attack?	7.130978107452393	correct
Who did the girl who attacked visit that team?	7.683084964752197	Who did the girl who attacked that team visit?	7.39054012298584	correct
Who did the driver who saved visit Mary?	8.122016906738281	Who did the driver who saved Mary visit?	8.024303436279297	correct
Who did the driver who visited save Mary?	8.553572654724121	Who did the driver who visited Mary save?	7.831845760345459	correct
