sentence1	PPL1	Sentence2	PPL2	Correct
Who should Mike tell a story to Jonathan while helping?	6.9780497550964355	Who should Mike tell a story to while helping Jonathan?	7.113141059875488	incorrect
What did Sarah throw the ball after putting at home?	5.82541036605835	What did Sarah throw after putting the ball at home?	5.275865077972412	correct
Who should this boy tell the story to Richard after hitting?	5.67169189453125	Who should this boy tell the story to after hitting Richard?	5.800140857696533	incorrect
Who should Helen ask Catherine after arresting?	8.154534339904785	Who should Helen ask after arresting Catherine?	8.144763946533203	correct
Who did Ann see Kelly while attacking?	8.173687934875488	Who did Ann see while attacking Kelly?	8.222742080688477	incorrect
What did Ann show the result after producing?	7.656373023986816	What did Ann show after producing the result?	7.066632270812988	correct
Who should that father mention Ruth when telling the story to?	6.564141273498535	Who should that father mention when telling the story to Ruth?	6.10727071762085	correct
What did that father talk about history when studying?	5.862266540527344	What did that father talk about when studying history?	5.790648460388184	correct
Who should this president kill Andy before meeting?	6.7910566329956055	Who should this president kill before meeting Andy?	7.034780502319336	incorrect
What did this president build the system before developing?	7.132998943328857	What did this president build before developing the system?	6.61322021484375	correct
Who should Peter trust Jerry after arresting?	8.262874603271484	Who should Peter trust after arresting Jerry?	8.500028610229492	incorrect
What did Peter help the student to do after arresting?	6.7648234367370605	What did Peter help to do after arresting the student?	6.288013935089111	correct
What should Walter watch Sarah before killing?	8.395166397094727	What should Walter watch before killing Sarah?	8.244181632995605	correct
What did Walter ask the question before answering?	6.1610260009765625	What did Walter ask before answering the question?	5.796692371368408	correct
Who should the doctor talk to Louis after writing about?	5.750458717346191	Who should the doctor talk to after writing about Louis?	5.564289093017578	correct
What did the doctor hear the music after writing?	4.88778018951416	What did the doctor hear after writing the music?	5.086549758911133	incorrect
Who should Jason ask Catherine after leaving at home?	6.4727067947387695	Who should Jason ask after leaving Catherine at home?	6.313696384429932	correct
Who should Louis call Jonathan after sending the letter?	6.842955589294434	Who should Louis call after sending Jonathan the letter?	6.831254005432129	correct
Who should Victoria meet Jason while sharing the food with?	7.217122554779053	Who should Victoria meet while sharing the food with Jason?	6.6874589920043945	correct
Who did Victoria like the children while sharing the food with?	6.114776134490967	Who did Victoria like while sharing the food with the children?	5.422026634216309	correct
Who should this professor support Victor while choosing?	8.66615104675293	Who should this professor support while choosing Victor?	8.645390510559082	correct
What did the girl throw the ball when she decided not to throw?	4.952587127685547	What did the girl throw when she decided not to throw the ball?	4.458888053894043	correct
What did this doctor enjoy the music while performing?	6.1822662353515625	What did this doctor enjoy while performing the music?	6.026461601257324	correct
What did the brother take the picture after drawing?	5.127755165100098	What did the brother take after drawing the picture?	4.9994096755981445	correct
Who should Bill understand Catherine before marrying?	8.418020248413086	Who should Bill understand before marrying Catherine?	8.030570983886719	correct
Who should Anthony follow Adam when protecting?	8.702783584594727	Who should Anthony follow when protecting Adam?	8.67109203338623	correct
Who should Richard meet Alice after informing?	6.915935516357422	Who should Richard meet after informing Alice?	7.123691558837891	incorrect
What did Richard serve the government after informing?	5.849585056304932	What did Richard serve after informing the government?	5.799117088317871	correct
Who should this father teach Tony after telling a story to?	6.395593166351318	Who should this father teach after telling a story to Tony?	6.2076568603515625	correct
What did this father hear the music after enjoying?	6.427151203155518	What did this father hear after enjoying the music?	5.724923133850098	correct
Who should Catherine serve Peter when marrying?	8.185176849365234	Who should Catherine serve when marrying Peter?	7.816373825073242	correct
What did Mary attack the enemy when saving?	6.77972412109375	What did Mary attack when saving the enemy?	6.603602409362793	correct
