,best
adjunct_island,0.707
anaphor_gender_agreement,0.889
anaphor_number_agreement,0.934
animate_subject_passive,0.645
animate_subject_trans,0.687
causative,0.683
complex_NP_island,0.462
coordinate_structure_constraint_complex_left_branch,0.239
coordinate_structure_constraint_object_extraction,0.697
determiner_noun_agreement_1,0.902
determiner_noun_agreement_2,0.911
determiner_noun_agreement_irregular_1,0.786
determiner_noun_agreement_irregular_2,0.904
determiner_noun_agreement_with_adj_2,0.849
determiner_noun_agreement_with_adj_irregular_1,0.771
determiner_noun_agreement_with_adj_irregular_2,0.848
determiner_noun_agreement_with_adjective_1,0.848
distractor_agreement_relational_noun,0.652
distractor_agreement_relative_clause,0.46
drop_argument,0.46
ellipsis_n_bar_1,0.716
ellipsis_n_bar_2,0.848
existential_there_object_raising,0.705
existential_there_quantifiers_1,0.958
existential_there_quantifiers_2,0.45
existential_there_subject_raising,0.716
expletive_it_object_raising,0.711
inchoative,0.64
intransitive,0.569
irregular_past_participle_adjectives,0.758
irregular_past_participle_verbs,0.788
irregular_plural_subject_verb_agreement_1,0.658
irregular_plural_subject_verb_agreement_2,0.787
left_branch_island_echo_question,0.609
left_branch_island_simple_question,0.261
matrix_question_npi_licensor_present,0.043
npi_present_1,0.447
npi_present_2,0.424
only_npi_licensor_present,0.961
only_npi_scope,0.721
passive_1,0.631
passive_2,0.611
principle_A_c_command,0.503
principle_A_case_1,1.0
principle_A_case_2,0.878
principle_A_domain_1,0.98
principle_A_domain_2,0.851
principle_A_domain_3,0.579
principle_A_reconstruction,0.647
regular_plural_subject_verb_agreement_1,0.77
regular_plural_subject_verb_agreement_2,0.769
sentential_negation_npi_licensor_present,0.951
sentential_negation_npi_scope,0.164
sentential_subject_island,0.496
superlative_quantifiers_1,0.603
superlative_quantifiers_2,0.732
tough_vs_raising_1,0.543
tough_vs_raising_2,0.532
transitive,0.67
wh_island,0.617
wh_questions_object_gap,0.741
wh_questions_subject_gap,0.816
wh_questions_subject_gap_long_distance,0.798
wh_vs_that_no_gap,0.943
wh_vs_that_no_gap_long_distance,0.956
wh_vs_that_with_gap,0.337
wh_vs_that_with_gap_long_distance,0.136
