,best
adjunct_island,0.848
anaphor_gender_agreement,0.803
anaphor_number_agreement,0.952
animate_subject_passive,0.762
animate_subject_trans,0.811
causative,0.745
complex_NP_island,0.474
coordinate_structure_constraint_complex_left_branch,0.364
coordinate_structure_constraint_object_extraction,0.763
determiner_noun_agreement_1,0.94
determiner_noun_agreement_2,0.976
determiner_noun_agreement_irregular_1,0.842
determiner_noun_agreement_irregular_2,0.947
determiner_noun_agreement_with_adj_2,0.94
determiner_noun_agreement_with_adj_irregular_1,0.823
determiner_noun_agreement_with_adj_irregular_2,0.887
determiner_noun_agreement_with_adjective_1,0.906
distractor_agreement_relational_noun,0.623
distractor_agreement_relative_clause,0.553
drop_argument,0.528
ellipsis_n_bar_1,0.788
ellipsis_n_bar_2,0.917
existential_there_object_raising,0.584
existential_there_quantifiers_1,0.97
existential_there_quantifiers_2,0.569
existential_there_subject_raising,0.879
expletive_it_object_raising,0.699
inchoative,0.7
intransitive,0.629
irregular_past_participle_adjectives,0.867
irregular_past_participle_verbs,0.855
irregular_plural_subject_verb_agreement_1,0.863
irregular_plural_subject_verb_agreement_2,0.828
left_branch_island_echo_question,0.566
left_branch_island_simple_question,0.483
matrix_question_npi_licensor_present,0.337
npi_present_1,0.335
npi_present_2,0.557
only_npi_licensor_present,0.171
only_npi_scope,0.481
passive_1,0.695
passive_2,0.675
principle_A_c_command,0.512
principle_A_case_1,1.0
principle_A_case_2,0.904
principle_A_domain_1,0.994
principle_A_domain_2,0.892
principle_A_domain_3,0.63
principle_A_reconstruction,0.274
regular_plural_subject_verb_agreement_1,0.859
regular_plural_subject_verb_agreement_2,0.86
sentential_negation_npi_licensor_present,0.988
sentential_negation_npi_scope,0.313
sentential_subject_island,0.36
superlative_quantifiers_1,0.885
superlative_quantifiers_2,0.984
tough_vs_raising_1,0.564
tough_vs_raising_2,0.773
transitive,0.76
wh_island,0.804
wh_questions_object_gap,0.722
wh_questions_subject_gap,0.912
wh_questions_subject_gap_long_distance,0.847
wh_vs_that_no_gap,0.963
wh_vs_that_no_gap_long_distance,0.963
wh_vs_that_with_gap,0.553
wh_vs_that_with_gap_long_distance,0.252
