,best
adjunct_island,0.552
anaphor_gender_agreement,0.423
anaphor_number_agreement,0.703
animate_subject_passive,0.589
animate_subject_trans,0.613
causative,0.592
complex_NP_island,0.438
coordinate_structure_constraint_complex_left_branch,0.17
coordinate_structure_constraint_object_extraction,0.74
determiner_noun_agreement_1,0.841
determiner_noun_agreement_2,0.858
determiner_noun_agreement_irregular_1,0.725
determiner_noun_agreement_irregular_2,0.833
determiner_noun_agreement_with_adj_2,0.743
determiner_noun_agreement_with_adj_irregular_1,0.631
determiner_noun_agreement_with_adj_irregular_2,0.689
determiner_noun_agreement_with_adjective_1,0.763
distractor_agreement_relational_noun,0.491
distractor_agreement_relative_clause,0.386
drop_argument,0.466
ellipsis_n_bar_1,0.463
ellipsis_n_bar_2,0.816
existential_there_object_raising,0.677
existential_there_quantifiers_1,0.911
existential_there_quantifiers_2,0.213
existential_there_subject_raising,0.716
expletive_it_object_raising,0.674
inchoative,0.59
intransitive,0.542
irregular_past_participle_adjectives,0.667
irregular_past_participle_verbs,0.845
irregular_plural_subject_verb_agreement_1,0.664
irregular_plural_subject_verb_agreement_2,0.731
left_branch_island_echo_question,0.532
left_branch_island_simple_question,0.262
matrix_question_npi_licensor_present,0.057
npi_present_1,0.34
npi_present_2,0.415
only_npi_licensor_present,0.707
only_npi_scope,0.704
passive_1,0.648
passive_2,0.599
principle_A_c_command,0.517
principle_A_case_1,1.0
principle_A_case_2,0.695
principle_A_domain_1,0.958
principle_A_domain_2,0.679
principle_A_domain_3,0.475
principle_A_reconstruction,0.368
regular_plural_subject_verb_agreement_1,0.71
regular_plural_subject_verb_agreement_2,0.638
sentential_negation_npi_licensor_present,0.965
sentential_negation_npi_scope,0.202
sentential_subject_island,0.356
superlative_quantifiers_1,0.569
superlative_quantifiers_2,0.484
tough_vs_raising_1,0.523
tough_vs_raising_2,0.488
transitive,0.634
wh_island,0.347
wh_questions_object_gap,0.536
wh_questions_subject_gap,0.828
wh_questions_subject_gap_long_distance,0.887
wh_vs_that_no_gap,0.951
wh_vs_that_no_gap_long_distance,0.939
wh_vs_that_with_gap,0.104
wh_vs_that_with_gap_long_distance,0.068
