,best
adjunct_island,0.674
anaphor_gender_agreement,0.691
anaphor_number_agreement,0.889
animate_subject_passive,0.578
animate_subject_trans,0.672
causative,0.674
complex_NP_island,0.499
coordinate_structure_constraint_complex_left_branch,0.277
coordinate_structure_constraint_object_extraction,0.639
determiner_noun_agreement_1,0.875
determiner_noun_agreement_2,0.897
determiner_noun_agreement_irregular_1,0.788
determiner_noun_agreement_irregular_2,0.871
determiner_noun_agreement_with_adj_2,0.795
determiner_noun_agreement_with_adj_irregular_1,0.726
determiner_noun_agreement_with_adj_irregular_2,0.772
determiner_noun_agreement_with_adjective_1,0.783
distractor_agreement_relational_noun,0.636
distractor_agreement_relative_clause,0.384
drop_argument,0.456
ellipsis_n_bar_1,0.612
ellipsis_n_bar_2,0.799
existential_there_object_raising,0.642
existential_there_quantifiers_1,0.95
existential_there_quantifiers_2,0.47
existential_there_subject_raising,0.792
expletive_it_object_raising,0.727
inchoative,0.629
intransitive,0.561
irregular_past_participle_adjectives,0.648
irregular_past_participle_verbs,0.832
irregular_plural_subject_verb_agreement_1,0.674
irregular_plural_subject_verb_agreement_2,0.787
left_branch_island_echo_question,0.555
left_branch_island_simple_question,0.365
matrix_question_npi_licensor_present,0.013
npi_present_1,0.589
npi_present_2,0.643
only_npi_licensor_present,0.953
only_npi_scope,0.439
passive_1,0.623
passive_2,0.592
principle_A_c_command,0.449
principle_A_case_1,1.0
principle_A_case_2,0.841
principle_A_domain_1,0.99
principle_A_domain_2,0.813
principle_A_domain_3,0.526
principle_A_reconstruction,0.36
regular_plural_subject_verb_agreement_1,0.767
regular_plural_subject_verb_agreement_2,0.833
sentential_negation_npi_licensor_present,0.921
sentential_negation_npi_scope,0.264
sentential_subject_island,0.356
superlative_quantifiers_1,0.426
superlative_quantifiers_2,0.746
tough_vs_raising_1,0.483
tough_vs_raising_2,0.609
transitive,0.663
wh_island,0.699
wh_questions_object_gap,0.558
wh_questions_subject_gap,0.794
wh_questions_subject_gap_long_distance,0.82
wh_vs_that_no_gap,0.883
wh_vs_that_no_gap_long_distance,0.898
wh_vs_that_with_gap,0.314
wh_vs_that_with_gap_long_distance,0.176
