,best
adjunct_island,0.726
anaphor_gender_agreement,0.791
anaphor_number_agreement,0.933
animate_subject_passive,0.768
animate_subject_trans,0.797
causative,0.763
complex_NP_island,0.425
coordinate_structure_constraint_complex_left_branch,0.325
coordinate_structure_constraint_object_extraction,0.778
determiner_noun_agreement_1,0.923
determiner_noun_agreement_2,0.962
determiner_noun_agreement_irregular_1,0.762
determiner_noun_agreement_irregular_2,0.887
determiner_noun_agreement_with_adj_2,0.869
determiner_noun_agreement_with_adj_irregular_1,0.801
determiner_noun_agreement_with_adj_irregular_2,0.806
determiner_noun_agreement_with_adjective_1,0.853
distractor_agreement_relational_noun,0.583
distractor_agreement_relative_clause,0.425
drop_argument,0.53
ellipsis_n_bar_1,0.65
ellipsis_n_bar_2,0.758
existential_there_object_raising,0.695
existential_there_quantifiers_1,0.956
existential_there_quantifiers_2,0.509
existential_there_subject_raising,0.788
expletive_it_object_raising,0.729
inchoative,0.713
intransitive,0.583
irregular_past_participle_adjectives,0.763
irregular_past_participle_verbs,0.844
irregular_plural_subject_verb_agreement_1,0.747
irregular_plural_subject_verb_agreement_2,0.864
left_branch_island_echo_question,0.532
left_branch_island_simple_question,0.465
matrix_question_npi_licensor_present,0.303
npi_present_1,0.475
npi_present_2,0.457
only_npi_licensor_present,0.981
only_npi_scope,0.588
passive_1,0.667
passive_2,0.611
principle_A_c_command,0.596
principle_A_case_1,1.0
principle_A_case_2,0.878
principle_A_domain_1,0.992
principle_A_domain_2,0.855
principle_A_domain_3,0.61
principle_A_reconstruction,0.299
regular_plural_subject_verb_agreement_1,0.814
regular_plural_subject_verb_agreement_2,0.858
sentential_negation_npi_licensor_present,0.997
sentential_negation_npi_scope,0.391
sentential_subject_island,0.383
superlative_quantifiers_1,0.689
superlative_quantifiers_2,0.932
tough_vs_raising_1,0.468
tough_vs_raising_2,0.835
transitive,0.704
wh_island,0.709
wh_questions_object_gap,0.729
wh_questions_subject_gap,0.903
wh_questions_subject_gap_long_distance,0.944
wh_vs_that_no_gap,0.959
wh_vs_that_no_gap_long_distance,0.98
wh_vs_that_with_gap,0.393
wh_vs_that_with_gap_long_distance,0.146
