,best
adjunct_island,0.732
anaphor_gender_agreement,0.755
anaphor_number_agreement,0.903
animate_subject_passive,0.618
animate_subject_trans,0.64
causative,0.64
complex_NP_island,0.553
coordinate_structure_constraint_complex_left_branch,0.174
coordinate_structure_constraint_object_extraction,0.594
determiner_noun_agreement_1,0.904
determiner_noun_agreement_2,0.907
determiner_noun_agreement_irregular_1,0.794
determiner_noun_agreement_irregular_2,0.888
determiner_noun_agreement_with_adj_2,0.769
determiner_noun_agreement_with_adj_irregular_1,0.714
determiner_noun_agreement_with_adj_irregular_2,0.762
determiner_noun_agreement_with_adjective_1,0.787
distractor_agreement_relational_noun,0.619
distractor_agreement_relative_clause,0.41
drop_argument,0.423
ellipsis_n_bar_1,0.494
ellipsis_n_bar_2,0.837
existential_there_object_raising,0.668
existential_there_quantifiers_1,0.885
existential_there_quantifiers_2,0.248
existential_there_subject_raising,0.723
expletive_it_object_raising,0.682
inchoative,0.596
intransitive,0.544
irregular_past_participle_adjectives,0.793
irregular_past_participle_verbs,0.76
irregular_plural_subject_verb_agreement_1,0.643
irregular_plural_subject_verb_agreement_2,0.764
left_branch_island_echo_question,0.59
left_branch_island_simple_question,0.207
matrix_question_npi_licensor_present,0.043
npi_present_1,0.51
npi_present_2,0.472
only_npi_licensor_present,0.999
only_npi_scope,0.713
passive_1,0.621
passive_2,0.621
principle_A_c_command,0.426
principle_A_case_1,1.0
principle_A_case_2,0.858
principle_A_domain_1,0.956
principle_A_domain_2,0.779
principle_A_domain_3,0.561
principle_A_reconstruction,0.398
regular_plural_subject_verb_agreement_1,0.726
regular_plural_subject_verb_agreement_2,0.77
sentential_negation_npi_licensor_present,0.886
sentential_negation_npi_scope,0.207
sentential_subject_island,0.423
superlative_quantifiers_1,0.719
superlative_quantifiers_2,0.867
tough_vs_raising_1,0.45
tough_vs_raising_2,0.601
transitive,0.68
wh_island,0.624
wh_questions_object_gap,0.665
wh_questions_subject_gap,0.844
wh_questions_subject_gap_long_distance,0.896
wh_vs_that_no_gap,0.937
wh_vs_that_no_gap_long_distance,0.947
wh_vs_that_with_gap,0.238
wh_vs_that_with_gap_long_distance,0.104
