,best
adjunct_island,0.717
anaphor_gender_agreement,0.814
anaphor_number_agreement,0.933
animate_subject_passive,0.746
animate_subject_trans,0.793
causative,0.74
complex_NP_island,0.441
coordinate_structure_constraint_complex_left_branch,0.373
coordinate_structure_constraint_object_extraction,0.671
determiner_noun_agreement_1,0.928
determiner_noun_agreement_2,0.977
determiner_noun_agreement_irregular_1,0.801
determiner_noun_agreement_irregular_2,0.928
determiner_noun_agreement_with_adj_2,0.925
determiner_noun_agreement_with_adj_irregular_1,0.825
determiner_noun_agreement_with_adj_irregular_2,0.857
determiner_noun_agreement_with_adjective_1,0.863
distractor_agreement_relational_noun,0.688
distractor_agreement_relative_clause,0.511
drop_argument,0.507
ellipsis_n_bar_1,0.702
ellipsis_n_bar_2,0.814
existential_there_object_raising,0.638
existential_there_quantifiers_1,0.971
existential_there_quantifiers_2,0.457
existential_there_subject_raising,0.81
expletive_it_object_raising,0.681
inchoative,0.701
intransitive,0.618
irregular_past_participle_adjectives,0.75
irregular_past_participle_verbs,0.831
irregular_plural_subject_verb_agreement_1,0.774
irregular_plural_subject_verb_agreement_2,0.865
left_branch_island_echo_question,0.515
left_branch_island_simple_question,0.53
matrix_question_npi_licensor_present,0.309
npi_present_1,0.376
npi_present_2,0.389
only_npi_licensor_present,0.615
only_npi_scope,0.516
passive_1,0.696
passive_2,0.639
principle_A_c_command,0.428
principle_A_case_1,1.0
principle_A_case_2,0.892
principle_A_domain_1,0.992
principle_A_domain_2,0.862
principle_A_domain_3,0.593
principle_A_reconstruction,0.364
regular_plural_subject_verb_agreement_1,0.839
regular_plural_subject_verb_agreement_2,0.88
sentential_negation_npi_licensor_present,0.978
sentential_negation_npi_scope,0.408
sentential_subject_island,0.364
superlative_quantifiers_1,0.659
superlative_quantifiers_2,0.874
tough_vs_raising_1,0.495
tough_vs_raising_2,0.732
transitive,0.717
wh_island,0.723
wh_questions_object_gap,0.782
wh_questions_subject_gap,0.935
wh_questions_subject_gap_long_distance,0.942
wh_vs_that_no_gap,0.964
wh_vs_that_no_gap_long_distance,0.985
wh_vs_that_with_gap,0.419
wh_vs_that_with_gap_long_distance,0.145
