,best
adjunct_island,0.509
adv_order,0.492
anaphor_gender_agreement,0.505
anaphor_number_agreement,0.534
center_embedding_double_1,0.341
center_embedding_double_2,0.927
center_embedding_single_1,0.269
center_embedding_single_2,0.944
complex_np_island,0.465
coordinate_structure_constrain_object_extraction,0.58
determiner_noun_agreement_1,0.508
determiner_noun_agreement_2,0.598
determiner_noun_agreement_adj_1,0.515
determiner_noun_agreement_adj_2,0.563
ellipsis,0.551
green_ideas,0.404
intransitive,0.353
left_branch_island_simple_question,0.492
matrix_question_npi_licensor_present,0.408
npi_present,0.323
only_npi_licensor_present,1.0
only_npi_scope,0.762
pp_order,0.54
principle_A_c_command,0.528
principle_A_domain_1,1.0
principle_A_domain_2,0.481
principle_A_domain_3,0.512
recursion_intensifier_adj_long,1.0
recursion_intensifier_adj_medium,1.0
recursion_intensifier_adj_short,0.998
recursion_intensifier_adv_long,0.0
recursion_intensifier_adv_medium,0.0
recursion_intensifier_adv_short,0.0
recursion_poss_ditransitive_long,0.624
recursion_poss_ditransitive_medium,0.594
recursion_poss_ditransitive_short,0.596
recursion_poss_transitive_long,0.804
recursion_poss_transitive_medium,0.8
recursion_poss_transitive_short,0.813
recursion_pp_is_long,0.127
recursion_pp_is_medium,0.135
recursion_pp_is_short,0.269
recursion_pp_verb_long,0.969
recursion_pp_verb_medium,0.958
recursion_pp_verb_short,0.984
sentential_negation_npi_licensor_present,0.951
sentential_negation_npi_scope,0.502
subj_aux_agreement_question_vary_aux,0.639
subj_aux_agreement_question_vary_subj,0.492
subj_aux_vary_subj,0.594
subj_aux_vary_verb,0.458
subj_aux_vary_verb_pp,0.499
subj_aux_vary_verb_rc,0.512
subj_verb_vary_verb,0.418
svo_vos,0.359
swapped_ditransitive_1,0.461
swapped_ditransitive_2,0.458
transitive,0.595
wh_island,0.998
wh_questions_object_gap,0.516
wh_questions_object_gap_long_distance,0.5
wh_questions_subject_gap,0.572
wh_questions_subject_gap_long_distance,0.648
wh_vs_that_no_gap,1.0
wh_vs_that_no_gap_long_distance,1.0
wh_vs_that_with_gap,0.07
wh_vs_that_with_gap_long_distance,0.062
